,company_name,location,notice_date,layoff_date,employees_affected
1730,AFFINITY DIRECT,ENGLEWOOD,November,2008-01-04 00:00:00,23
1731,BAYONNE MEDICAL CTR.,BAYONNE,November,2008-01-03 00:00:00,1020
1732,"PLVTZ, INC.",ROBBINSVILLE,November,2008-01-09 00:00:00,224
1733,MCNEIL CONSUMER,PARSIPPANY,November,2008-01-11 00:00:00,296
1734,GMAC RESCAP,PARSIPPANY,November,2007-10-19 00:00:00,56
1735,SULTAN HEALTHCARE,ENGLEWOOD,November,2008-02-01 00:00:00,64
1736,GREENPOINT MORTGAGE,MT. LAUREL,November,2008-01-15 00:00:00,12
1737,FLEXSOL PACKAGING,NEWARK,November,2007-10-26 00:00:00,63
1738,US PIPE & FOUNDRY,BURLINGTON,November,2008-02-01 00:00:00,180
1739,VALUE CITY,IRVINGTON,November,2008-01-07 00:00:00,101
1740,YARDVILLE NATIONAL,HAMILTON,November,2008-01-19 00:00:00,8
1741,PATHMARK,CARTERET,November,2008-01-26 00:00:00,557
1742,FLOORSERVE,STATEWIDE,December,2008-01-31 00:00:00,4
1743,IDEAL MERCHANDISING,STATEWIDE,December,2008-01-30 00:00:00,22
1744,PHYTON BIOTECH,EAST WINDSOR,December,2007-12-31 00:00:00,47
1745,HONEYWELL,TETERBORO,December,2008-02-29 00:00:00,7
1746,CETEC,ASBURY PARK,December,2007-10-19 00:00:00,90
1747,POPULAR FINANCIAL,MARLTON,December,2007-12-07 00:00:00,50
1748,LIZ CLAIBORNE,DAYTON,January,2006-03-10 00:00:00,144
1749,CARDINAL HEALTH 200,EDISON,January,2006-03-10 00:00:00,76
1750,KONICA MINOLTA,MT. LAUREL,January,2006-03-19 00:00:00,83
1751,GENERAL MILLS,SWEDESBORO,January,2006-03-20 00:00:00,94
1752,MACY’S/STRAWBRIDGE’S,DEPTFORD,January,2006-03-21 00:00:00,313
1753,MACY’S/STRAWBRIDGE’S,CHERRY HILL,January,2006-03-21 00:00:00,419
1754,G+G RETAIL,NORTH BERGEN,January,2006-01-20 00:00:00,285
1755,KONICA MINOLTA,MAHWAH,January,2006-03-31 00:00:00,217
1756,DAIICHI PHARMACEUTICAL,MONTVALE/PARK RIDGE,January,2006-03-31 00:00:00,24
1757,UNITED STATIONERS,PENNSAUKEN,January,2006-03-24 00:00:00,110
1758,RHODIA,DEEPWATER,January,2006-03-31 00:00:00,68
1759,NORTHROP GRUMMAN,NEWARK/CHERRY HILL,February,2006-03-31 00:00:00,
1760,LAIDLAW TRANSIT,HACKENSACK,February,2006-04-15 00:00:00,62
1761,JOHNSON & JOHNSON,RARITAN,February,2006-04-14 00:00:00,226
1762,MAUSER CORP.,S. BRUNSWICK,February,2006-04-17 00:00:00,48
1763,"PDI, INC.",SADDLE RIVER,March,4/30/06,39
1764,CARAUSTAR,PINE BROOK,March,2006-04-28 00:00:00,52
1765,OSI COLLECTION SERVICES,EDISON,March,2006-05-24 00:00:00,64
1766,OSI COLLECTION SERVICES,E. WINDSOR,March,2006-05-24 00:00:00,95
1767,CIENA,SHREWSBURY,March,2006-03-21 00:00:00,89
1768,ROSE ART INDUSTRIES,WOOD RIDGE,March,2006-05-12 00:00:00,57
1769,TARGET SOURCING,PISCATAWAY,March,2006-04-03 00:00:00,32
1770,UNITED,NEWARK,March,2006-06-01 00:00:00,349
1771,POPULAR CLUB,GARFIELD,April,5/30/06,46
1772,AMERICAN AIRLINES,NEWARK,April,5/29/06,33
1773,SUN MICROSYSTEMS,CRANFORD/SOMERSET,April,7/2/06,10
1774,FIBERMARK,BLOOMSBURY,April,6/4/06,64
1775,COTT ESSEX DISTRIBUTORS,NORTH BERGEN,April,6/16/06,139
1776,SANDVIK,FAIR LAWN,April,6/16/06,102
1777,RUGGIERO SEA FOOD,NEWARK,April,6/26/06,111
1778,SIMKINS INDUSTRIES,RIDGEFIELD,April,5/15/06,83
1779,GUSMER CORPORATION,LAKEWOOD,April,12/29/06,94
1780,IDT,NEWARK,April,6/28/06,320
1781,SANDOZ,DAYTON,April,6/30/06,66
1782,SODEXHO,RIDGEWOOD,April,6/30/06,71
1783,UPS SUPPLY CHAIN,CRANBURY,May,-,94
1784,DJ ORTHO,SUMMIT/N. PROVIDENCE,May,5/12/06,196
1785,AICPA,JERSEY CITY,May,6/30/06,266
1786,FMC,PLAINSBORO,May,4/12/06,73
1787,AMERISOURCEBERGEN,PINE BROOK,May,7/22/06,128
1788,TITAN TOOLS,OAKLAND,May,7/1/06,50
1789,FDR SERVICES,CAMDEN,May,7/5/06,117
1790,UNITED WIRE HANGER,HASBROUCK HEIGHTS,May,6/30/06,81
1791,STERICYCLE,FRANKLIN,June,10/3/06,104
1792,SCHAWK,CARLSTADT,June,7/31/06,60
1793,SCHERING-PLOUGH,KENILWORTH,June,6/1/06,76
1794,EATON FILTRATION,ELIZABETH,June,8/15/06,89
1795,CRYSTAL CLEAR IND.,RIDGEFIELD PARK,June,8/12/06,128
1796,DEL MONTE FOODS,SECAUCUS,June,8/30/06,77
1797,PHASE ONE MARKETING,GIBBSBORO,June,5/30/06,160
1798,VERIZON WIRELESS,BRANCHBURG,June,8/31/06,48
1799,DUERR TOOL & DIE,UNION,July,2006-08-31 00:00:00,83
1800,SOVEREIGN BANCORP,NEWARK,July,2006-06-01 00:00:00,
1801,HEINZ,PENNSAUKEN,July,2006-09-11 00:00:00,82
1802,SOUTH SHORE FORD,MARMORA,July,2006-07-14 00:00:00,87
1803,L.A. DREYFUS,EDISON,July,2006-10-01 00:00:00,158
1804,INVERNESS CORPORATION,FAIR LAWN,August,9/28/06,142
1805,VERSACOLD,SECAUCUS,August,10/21/06,53
1806,SETON,NEWARK,August,10/27/06,65
1807,ACME MARKETS,MARLBORO,September,2006-11-05 00:00:00,100
1808,ACME MARKETS,FREEHOLD,September,2006-11-05 00:00:00,79
1809,SANDS HOTEL & CASINO,ATLANTIC CITY,September,2006-11-10 00:00:00,2167
1810,HARVE BENARD,CLIFTON,September,2006-11-10 00:00:00,100
1811,VERTIS COMMUNICATIONS,NO. BRUNSWICK,September,2006-11-10 00:00:00,65
1812,SHORE MEM. HEALTH SYS.,SOMERS POINT,September,2006-11-18 00:00:00,
1813,WACHOVIA,NO. BRUNSWICK,September,2006-11-01 00:00:00,138
1814,St. Barnabas Health Care,Toms River,October,2006-12-31 00:00:00,161
1815,Victoria Manor,No. Cape May,October,2006-10-04 00:00:00,
1816,Altana Pharma US,Florham Park,October,2006-12-31 00:00:00,350
1817,Dendrite,Piscataway,October,2006-12-29 00:00:00,80
1818,Datascope,Mahwah,October,2006-12-19 00:00:00,88
1819,Intel,Parsippany,October,2006-12-20 00:00:00,55
1820,Versacold,Secaucus,October,2006-12-23 00:00:00,211
1821,Ward Packaging,No. Brunswick,October,2006-12-29 00:00:00,100
1822,Aramark,Hoboken,October,2006-12-31 00:00:00,54
1823,Ferrero USA,Somerset,October,2007-01-31 00:00:00,25
1824,GLAXOSMITHKLINE,PARSIPPANY,November,2006-12-30 00:00:00,
1825,ALUTIIQ-WACKENHUT,FT. MONMOUTH,November,2007-01-01 00:00:00,65
1826,TD WATERHOUSE,JERSEY CITY,November,2006-01-31 00:00:00,385
1827,"G&G, INC.",ATLANTIC CITY,November,2007-01-14 00:00:00,56
1828,"H&G, INC",ATLANTIC CITY,November,2007-01-14 00:00:00,128
1829,"PDI, INC.",SADDLE RIVER,November,2006-12-31 00:00:00,21
1830,"PDI, INC.",SADDLE RIVER,November,2006-12-26 00:00:00,4
1831,CDC SYSTEMS,HAMILTON,November,2006-11-30 00:00:00,132
1832,ALCAN PACKAGING,LINCOLN PARK,November,2007-01-13 00:00:00,69
1833,DECEUNINCK,OAKLAND,November,2007-01-16 00:00:00,74
1834,SMURFIT-STONE CONTAINER,TETERBORO,November,2007-01-13 00:00:00,132
1835,DATA COMMUNIQUE,CARLSTADT,December,1/31/07,92
1836,SCHERING-PLOUGH,KENILWORTH,December,1/31/07,73
1837,GE STRUCTURED SERVICES,MT. LAUREL,December,1/31/07,56
1838,"SAKS, INC.",LAWRENCEVILLE,December,3/30/07,47
1839,HOFFMAN-LAROCHE,NUTLEY,December,2/5/07,56
1840,AUTOMATED DISTRIBUTION,EDISON,December,2/4/07,399
1841,BIOVAIL,BRIDGEWATER,December,2/11/07,60
1842,AFG INDUSTRIES,CINNAMINSON,December,2/5/07,188
1843,LAWRENCE ERLBAUM,MAHWAH/NORWOOD,December,2/15/07,105
1844,CHAMPION MORTGAGE,PARSIPPANY,December,2/16/07,349
1845,PBI MEDICAL CENTER,PASSAIC,December,2/28/07,890
1846,SODEXHO,PASSAIC,December,2/28/07,142
1847,CINGULAR WIRELESS,PARAMUS/B. RIDGE,January,2005-03-07 00:00:00,32
1848,F. SCHUMACHER & CO.,CRANBURY,January,2005-03-07 00:00:00,57
1849,CHUBB & SON,STATEWIDE,January,2005-03-06 00:00:00,46
1850,MARRIOTT INT.,SOMERSET,January,2005-03-25 00:00:00,182
1851,CANNON EQUIPMENT,PASSAIC,January,2005-03-11 00:00:00,70
1852,CINGULAR WIRELESS,PARAMUS/B. RIDGE,January,2005-03-07 00:00:00,14
1853,AMERICAN WATER,WESTFIELD,January,2005-03-31 00:00:00,56
1854,CINGULAR WIRELESS,PARAMUS/B. RIDGE,February,3/7/05,67
1855,PCF,HACKENSACK,February,4/3/05,92
1856,CINGULAR WIRELESS,PARAMUS/B. RIDGE,February,4/15/05,34
1857,POPULAR CLUB PLAN,GARFIELD,February,3/8/05,26
1858,MASCO CONTRACTOR SVS.,FAIR HAVEN,February,4/15/05,90
1859,CHEF SOLUTIONS,THOROFARE,February,4/21/05,100
1860,CINGULAR WIRELESS,PARAMUS/B. RIDGE,March,4/29/05,13
1861,CITICORP DATA SERVICES,ENGLEWOOD CLIFFS,March,5/13/05,363
1862,TIER TECHNOLOGIES,TRENTON,March,5/15/05,63
1863,CINGULAR WIRELESS,PARAMUS/B. RIDGE,March,5/13/05,2
1864,STURTEVANT MILLWORK,PINE BROOK,March,5/16/05,80
1865,COUPON SERVICES,JERSEY CITY,March,5/20/05,434
1866,AURORA LOAN SERVICES,BRANCHBURG,March,4/8/05,55
1867,DEROSSI & SON,VINELAND,March,5/23/05,
1868,STYLEMARK,SECAUCUS,March,5/23/05,289
1869,GALILEO INT.,PARSIPPANY,March,5/23/05,35
1870,VERIZON WIRELESS,MORRISTOWN,March,5/31/05,240
1871,ASHLEY FURNITURE,MONROE TWP,April,6/19/05,53
1872,CROWN CLOTHING,VINELAND,April,6/21/05,
1873,LOGISTICS SERVICES,AVENEL,April,5/31/05,67
1874,CINGULAR WIRELESS,PARAMUS/B. RIDGE,April,6/7/05,3
1875,MAXIMUS,E. WINDSOR,April,5/27/05,179
1876,METRO F.I.R.S.T. TEAM,MONTVALE,April,5/15/05,148
1877,PANASONIC,SECAUCUS,April,6/30/05,226
1878,CASA DIBERTACCHI,VINELAND,April,6/15/05,40
1879,KMC TELECOM,BEDMINSTER,April,6/30/05,30
1880,SERTA,LINDEN,April,6/21/05,113
1881,CINGULAR WIRELESS,PARAMUS/B. RIDGE,April,6/21/05,5
1882,PANASONIC,SECAUCUS,April,6/30/05,140
1883,ST. FRANCIS MEDICAL CTR.,JERSEY CITY,May,2005-07-01 00:00:00,221
1884,CINGULAR WIRELESS,PARAMUS,May,7/3/05,8
1885,US ALUMINUM,HASKELL,May,7/29/05,14
1886,BIOVAIL PHARM,BRIDGEWATER,May,7/13/05,340
1887,ODYSSEY PHARM.,FLORHAM PARK,May,7/15/05,51
1888,TUSCAN,UNION,May,7/19/05,388
1889,ATLANTIC & PACIFIC TEA,EDISON,May,7/19/05,230
1890,CINGULAR WIRELESS,PARAMUS,May,7/19/05,19
1891,CHUBB & SON,STATEWIDE,May,2005-07-25 00:00:00,17
1892,PENSKE LOGISTICS,EDISON,May,7/22/05,88
1893,INTERSTATE BRANDS,STATEWIDE,May,2005-07-29 00:00:00,100
1894,DURAMED RESEARCH,PLAINSBORO,May,2005-05-31 00:00:00,47
1895,UNITED WIRE HANGER,HASBROUCK HTS.,June,8/5/05,169
1896,FIFTH ROC,MORRISTOWN,June,8/31/05,225
1897,P.F. LABORATORIES,TOTOWA/W. PATERSON,June,8/25/05,132
1898,ENGLEHARD,CARTERET,June,8/23/05,126
1899,BERNARD CHAUS,SECAUCUS,June,8/31/05,66
1900,CAPGEMINI AMERICA,SECAUCUS,June,7/31/05,133
1901,AKER KVAERNER,BRIDGEWATER,July,9/6/05,24
1902,LIBERTY SCIENCE CNTR.,JERSEY CITY,July,9/5/05,85
1903,PFI,EDISON,July,7/15/05,401
1904,GOOD TIMES ENT.,JERSEY CITY,July,9/18/05,320
1905,SAIC,PISCATAWAY,July,9/18/05,64
1906,GUSMER,LAKEWOOD,July,10/3/05,66
1907,FIBERMARK,MILFORD/BLOOMSBURY,July,9/26/05,101
1908,POPULAR CLUB PLAN,GARFIELD,July,9/27/05,14
1909,DSM NUTRITIONAL,BELVIDERE,August,2005-10-04 00:00:00,180
1910,CLASSAIC SANITATION,JERSEY CITY,August,2005-10-04 00:00:00,61
1911,GLASS GROUP,WILLIAMSTOWN,August,2005-08-31 00:00:00,145
1912,GLASS GROUP,MAYS LANDING,August,2005-08-31 00:00:00,145
1913,GLASS GROUP,MILLVILLE,August,2005-08-31 00:00:00,600
1914,FBN N.J. HOLDINGS,EWING,August,2005-09-30 00:00:00,183
1915,SOLECTRON,LUMBERTON,August,2005-02-28 00:00:00,119
1916,INTERSTATE BRANDS,STATEWIDE,September,2005-11-12 00:00:00,59
1917,PRUDENTIAL FINANCIAL,HOLMDEL,September,2005-09-12 00:00:00,48
1918,SAINT-GOBAIN CONTAINERS,CARTERET,September,2005-12-10 00:00:00,200
1919,LENOX CHINA,POMONA,September,2005-11-14 00:00:00,285
1920,GETRONICS,WAYNE,September,2005-11-15 00:00:00,4
1921,P.F. LABORATORIES,TOTOWA/W. PATERSON,September,2005-11-16 00:00:00,38
1922,VIRGIN ATLANTIC AIRWAYS,NEWARK,September,2005-11-25 00:00:00,42
1923,KULLMAN INDUSTRIES,LEBANON,September,2005-09-30 00:00:00,
1924,MEADWESTVACO,PINE BROOK,September,2005-11-27 00:00:00,133
1925,SKYLINE PORT NEWARK,LINDEN,September,2005-11-25 00:00:00,73
1926,DEGUSSA,PARSIPPANY,September,2005-11-30 00:00:00,58
1927,NJ PORCELAIN COMPANY,TRENTON,September,2005-11-25 00:00:00,34
1928,O’CONNORS,WATCHUNG,October,2005-12-23 00:00:00,
1929,FUJICOLOR PHOTO,HACKENSACK,October,2005-12-11 00:00:00,169
1930,ST. BARNABAS HEALTH,IRVINGTON,October,2005-12-16 00:00:00,485
1931,BANCROFT NEUROHEALTH,CHERRY HILL,October,2005-12-18 00:00:00,15
1932,ARAMARK HEALTHCARE,PASSAIC,November,2005-12-31 00:00:00,61
1933,ARAMARK HEALTHCARE,PASSAIC,November,2005-12-31 00:00:00,91
1934,AXA EQUITABLE,SECAUCUS,November,2006-01-02 00:00:00,58
1935,SANTA’S BEST,VINELAND/MILLVILLE,November,2005-12-31 00:00:00,89
1936,VALUE CITY,PARAMUS,November,2006-01-07 00:00:00,139
1937,CENTRAL PARKING,ATLANTIC CITY,November,2006-01-15 00:00:00,98
1938,RCN TELECOM SERVICES,PRINCETON,November,2006-01-13 00:00:00,115
1939,METRO ONE,SECAUCUS,November,2006-01-09 00:00:00,150
1940,TD WATERHOUSE,JERSEY CITY,December,2006-01-31 00:00:00,3
1941,ABLE LABORATORIES,STATEWIDE,December,2005-12-31 00:00:00,
1942,PFIZER,PARSIPPANY,December,2006-03-20 00:00:00,
1943,FORMAN MILLS,TOTOWA,December,2006-02-15 00:00:00,65
1944,INSERVE SUPPORT,SADDLE RIVER,December,2005-12-31 00:00:00,7
1945,AEGIS CORRESPONDENT,TOMS RIVER,December,,23
1946,INTERBAKE FOODS,ELIZABETH,December,2006-03-01 00:00:00,119
1947,PNC FINANCIAL,BRIDGEWATER,January,2004-03-19 00:00:00,131
1948,PNC FINANCIAL,PHILLIPSBURG,January,2004-03-19 00:00:00,63
1949,L’OREAL USA,NO. BRUNSWICK,January,2004-03-31 00:00:00,95
1950,MEDIQ,PENNSAUKEN,February,2004-04-02 00:00:00,150
1951,SI BANK & TRUST,HOWELL,February,2004-04-02 00:00:00,11
1952,BLIS TECH,FAIRFIELD,February,2004-04-16 00:00:00,91
1953,KENNETH COLE,SECAUCUS,February,2004-04-24 00:00:00,134
1954,SIB MORTGAGE,BRANCHBURG,February,2004-04-30 00:00:00,93
1955,JOHNSON & JOHNSON,NO. BRUNSWICK,February,2004-04-30 00:00:00,488
1956,MISSA BAY,SWEDESBORO,March,2004-04-26 00:00:00,100
1957,LIBERTY MUTUAL,HOLMDEL,March,2004-04-30 00:00:00,37
1958,GOODRICH,ENGLEWOOD,March,2004-05-08 00:00:00,120
1959,BIFLEX,MOONACHIE,March,2004-05-08 00:00:00,105
1960,INFORMATION RES,FAIRFIELD,March,2004-09-30 00:00:00,11
1961,SIERRA MILITARY HEALTH,STATEWIDE,March,2004-07-23 00:00:00,9
1962,ULINE,DAYTON,March,2004-05-28 00:00:00,80
1963,ALLIANCE DATA,VOORHEES,March,2004-05-19 00:00:00,68
1964,LINDEN MOTOR FREIGHT,LINDEN,March,2004-05-24 00:00:00,91
1965,SIEMENS MED. SOLUTION,ISELIN,March,2004-05-31 00:00:00,50
1966,FOOTSTAR,MAHWAH,April,2004-05-31 00:00:00,108
1967,EPSTEIN’S,MORRISTOWN,April,2004-06-20 00:00:00,145
1968,JOHNSON & JOHNSON,BRIDGEPORT,April,2004-06-19 00:00:00,96
1969,ORGANON,WEST ORANGE,April,2004-06-15 00:00:00,157
1970,DEL MONTE FOODS,SWEDESBORO,April,2004-06-25 00:00:00,50
1971,DUPONT,DEEPWATER,April,2004-06-30 00:00:00,43
1972,GLAXO SMITH KLINE,PISCATAWAY,April,2004-07-30 00:00:00,133
1973,DOW CHEMICAL,BOUND BROOK,May,2004-06-30 00:00:00,60
1974,HEALTH NET,NEPTUNE,May,2004-07-06 00:00:00,105
1975,PTEK HOLDINGS,WAYNE,May,2004-07-01 00:00:00,37
1976,NORVERGENCE,NEWARK,May,2004-02-24 00:00:00,358
1977,NORVERGENCE,NEWARK,May,2004-04-30 00:00:00,86
1978,NORVERGENCE,NEWARK,May,2004-05-07 00:00:00,90
1979,SHORE MEMORIAL,SOMERS POINT,May,2004-07-21 00:00:00,140
1980,HUNTSMAN POLYURETHANE,WEST DEPTFORD,June,2004-07-31 00:00:00,
1981,MATTEL,MT. LAUREL,June,2004-07-31 00:00:00,106
1982,BOC GASES,LEBANON,June,2004-07-31 00:00:00,93
1983,BAXTER HEALTHCARE,NO. BRUNSWICK,June,2004-07-30 00:00:00,42
1984,PURDUE PHARMA,CRANBURY,June,2004-06-16 00:00:00,66
1985,MEDCO HEALTH SOLUTION,PARSIPPANY,June,2004-08-17 00:00:00,461
1986,MEDCO HEALTH,PARSIPPANY,June,2004-08-17 00:00:00,246
1987,NORVERGENCE,NEWARK,June,2004-06-24 00:00:00,140
1988,PUERTO RICAN ACTION BD.,NEW BRUNSWICK,July,2004-08-30 00:00:00,50
1989,RIVERIA TRADING,SECAUCUS,July,2004-07-02 00:00:00,60
1990,UNICCO SERVICE CO.,EAST RUTHERFORD,July,2004-08-20 00:00:00,429
1991,BROWN & WILLIAMSON,BRIDGEWATER,July,2004-08-31 00:00:00,62
1992,BROWN & WILLIAMSON,PRINCETON,July,2004-08-31 00:00:00,58
1993,QUALEX,FAIR LAWN,July,2004-08-29 00:00:00,230
1994,NJ ACD. FOR AQUATIC SCI.,CAMDEN,July,2004-09-07 00:00:00,246
1995,NORVERGENCE,NEWARK/JERSEY CITY,July,2004-06-30 00:00:00,800
1996,GENERAL MILLS,SWEDESBORO,July,2004-07-13 00:00:00,105
1997,SHARP CORPORATION,WEST CALDWELL,July,2004-09-08 00:00:00,250
1998,BREUNERS HOME FURN.,LINDEN,July,2004-07-12 00:00:00,173
1999,PERMACEL,NORTH BRUNSWICK,July,2004-09-20 00:00:00,149
2000,CHEF SOLUTIONS,BURLINGTON,July,2004-09-30 00:00:00,75
2001,GUIDANT SALES,MARLTON,July,2004-09-27 00:00:00,1
2002,SUNGARD POWERPARTNER,MT. LAUREL,July,2004-07-07 00:00:00,61
2003,ST. IVES BURRUPS,MARLTON,August,2004-10-04 00:00:00,55
2004,LEISURE TIME TOURS,PARAMUS,August,2004-10-02 00:00:00,164
2005,CC&P,WEST PATERSON,August,2004-10-01 00:00:00,50
2006,SETON COMPANY,NEWARK,August,2004-10-08 00:00:00,96
2007,JOHNSON & JOHNSON,SKILLMAN,August,2004-10-22 00:00:00,109
2008,APL LOGISTICS,MONROE,August,2004-10-01 00:00:00,187
2009,PRESSMAN TOY,NEW BRUNSWICK,August,2004-11-30 00:00:00,130
2010,BAXTER HEALTHCARE,NO. BRUNSWICK,August,2004-07-30 00:00:00,42
2011,FUJITSU NETWORK,SWEDESBORO,August,2004-10-22 00:00:00,93
2012,DALLAS AIRMOTIVE,MILLVILLE,September,2004-11-30 00:00:00,240
2013,VERIZON WIRELESS,MORRISTOWN,September,2004-11-30 00:00:00,195
2014,ALCAN PACKAGING,MAYS LANDING,September,2004-09-12 00:00:00,134
2015,ETIENNE AIGNER,EDISON,September,2004-11-07 00:00:00,67
2016,BRISTOL MEYERS SQUIBB,PLAINSBORO,September,2004-11-22 00:00:00,500
2017,CINGULAR WIRELESS,WOODBRIDGE,October,2004-11-30 00:00:00,387
2018,GENPAK,CEDAR GROVE,October,2004-12-16 00:00:00,60
2019,POPULAR CLUB PLAN,GARFIELD,October,2004-12-13 00:00:00,75
2020,SIMMONS MANUFACTURING,PISCATAWAY,October,2004-12-20 00:00:00,99
2021,SCHNABEL ENGINEERING,NEW BRUNSWICK,October,2004-12-31 00:00:00,13
2022,CHARLES SCHWAB,JERSEY CITY,October,2004-11-01 00:00:00,131
2023,ETS,LAWRENCE TWP.,October,2004-12-31 00:00:00,254
2024,LANTIS EYEWEAR,SECAUCUS,October,2004-12-27 00:00:00,91
2025,CROTHALL SERVICES,NUTLEY,November,2005-01-15 00:00:00,119
2026,NEXPAK,SO. HACKENSACK,November,2005-02-14 00:00:00,102
2027,PURDUE PHARMA,CRANBURY,November,2005-01-19 00:00:00,36
2028,BRISTOL MYERS SQUIBB,PLAINSBORO,November,2005-01-01 00:00:00,2
2029,NY WATERWAY,STATEWIDE,November,2005-01-15 00:00:00,313
2030,BASF,JAMESBURG,November,2005-04-29 00:00:00,74
2031,SERTA MATTRESS,LINDEN,November,2005-01-04 00:00:00,92
2032,NEIGHBORCARE,MOORESTOWN,November,2005-02-01 00:00:00,101
2033,VERIZON WIRELESS,MOORESTOWN,November,2005-01-31 00:00:00,37
2034,CHUBB & SON,STATEWIDE,November,2005-01-04 00:00:00,261
2035,MACY’S,PARAMUS,November,2005-02-23 00:00:00,210
2036,LSG SKY CHEFS,NEWARK,November,2005-01-13 00:00:00,149
2037,VERIZON WIRELESS,MORRISTOWN,November,2005-01-15 00:00:00,20
2038,LIZ CLAIBORNE,SECAUCUS,November,2005-01-15 00:00:00,165
2039,CHUBB & SON,STATEWIDE,December,2005-02-01 00:00:00,28
2040,RUTHERFORD MACHINERY,E. RUTHERFORD,December,2005-03-04 00:00:00,86
2041,JOHNSON CONTROLS,DAYTON,December,2005-02-07 00:00:00,82
2042,GENERAL MOTORS,LINDEN,December,2005-02-07 00:00:00,950
2043,CENDANT,PARSIPPANY,December,2005-03-01 00:00:00,32
2044,PERFORMANCE TRANS.,LINDEN,December,2005-02-28 00:00:00,97
2045,SANOFI-AVENTIS,BRIDGEWATER,December,2004-12-15 00:00:00,689
2046,UNIVERSAL FOLDING BOX,HOBOKEN,December,2005-01-31 00:00:00,-
