,company_name,location,layoff_date,employees_affected,Phone Number,Zip Code,Address,Contact Name,Layoff Type,Union Representation
1425,"Web Industries, Inc.",Gwinnett,09/07/2012,42,,30024,,,,
1426,Ricoh,Gwinnett,09/10/2012,76,,30097,,,,
1427,Polyvision Corporation,Forsyth,09/12/2012,33,,30024,,,,
1428,Stryker Manufacturing,Coweta,09/20/2012,45,,30265,,,,
1429,Bank Of America,Fulton,09/25/2012,42,,30349,,,,
1430,Suntrust Bank,Fulton,10/02/2012,75,,30308,,,,
1431,Genon,Dekalb,10/03/2012,5,,30338,,,,
1432,Kmart Store # 3685,Bartow,10/23/2012,74,,30121,,,,
1433,Jacobson Staffing Company,Clayton,10/30/2012,90,,30297,,,,
1434,"Gardner Denver, Inc",Fayette,11/02/2012,64,,30269,,,,
1435,Golden Living Southeast Billing Office,Rockdale,11/02/2012,53,,30013,,,,
1436,Hms Host,Gwinnett,12/04/2012,92,,30043,,,,
1437,Webmd,Fulton,12/11/2012,62,,30361,,,,
1438,Southern Textiles,Monroe,12/18/2012,22,,31029,,,,
1439,"Bj's Wholesale, Inc.",Cobb,01/05/2011,79,,30106,,,,
1440,"Bj's Wholesale Club, Inc.",Henry,01/05/2011,67,,30253,,,,
1441,"Bj's Wholesale Club, Inc.",Gwinnett,01/05/2011,73,,30071,,,,
1442,Macy's,Fulton,01/06/2011,99,,30291,,,,
1443,Cardinal Health,Henry,01/14/2011,156,,30253,,,,
1444,Turner Entertainment,Fulton,01/18/2011,77,,30318,,,,
1445,Nco Financial Systems,Fulton,01/19/2011,90,,30354,,,,
1446,Continental Plastics,Fulton,01/24/2011,86,,30005,,,,
1447,Nioxin,Douglas,01/31/2011,62,,30122,,,,
1448,Land O Sun Dairies Llc,Appling,01/31/2011,61,,31531,,,,
1449,Siemens,Cherokee,02/01/2011,18,,30114,,,,
1450,"Cnh America, Llc",Laurens,02/01/2011,55,,31021,,,,
1451,Greatwide,Barrow,02/02/2011,102,,30011,,,,
1452,Berry Plastics Corp,Newton,02/14/2011,77,,30014,,,,
1453,Haband( Orchard Brands),Clarke,02/22/2011,475,,30606,,,,
1454,Clark Western,Jackson,02/23/2011,62,,30567,,,,
1455,The Atlanta Journal Constitution,Cobb,02/24/2011,99,,30146,,,,
1456,Teleperformance,Richmond,02/25/2011,248,,30906,,,,
1457,Mohawk Industries,Laurens,02/25/2011,173,,31027,,,,
1458,General Aluminum,Floyd,03/04/2011,67,,30165,,,,
1459,Nationwide Homes,Crisp,03/08/2011,57,,31712,,,,
1460,Visual Pak,Fulton,03/11/2011,15,,30291,,,,
1461,Blakely Regional Youth Detention Center,Early,03/14/2011,63,,39823,,,,
1462,Onewest Bank,Gwinnett,03/21/2011,92,,30092,,,,
1463,Jcpenney Corporation,Clayton,03/22/2011,127,,30260,,,,
1464,Jcpenney Corporation,Gwinnett,03/22/2011,32,,30096,,,,
1465,Griffin Regional Youth Detention Center,Spalding,03/25/2011,70,,30224,,,,
1466,Golden Living Center-medical Arts,Gwinnett,04/01/2011,83,,30045,,,,
1467,Bayer Cropscience,Camden,04/06/2011,40,,31569,,,,
1468,Brevard Achievement Center,Clayton,04/08/2011,28,,30297,,,,
1469,Shaw Industries,Murray,04/12/2011,302,,30722,,,,
1470,Mitsubishi Digital Electronics America Inc.,Clarke,04/14/2011,35,,30517,,,,
1471,Sosi Instrument Management,Cobb,04/18/2011,90,,30060,,,,
1472,Lockheed Martin Corp,Liberty,04/18/2011,270,,31314,,,,
1473,Wackenhut,Muscogee,04/26/2011,60,,31905,,,,
1474,Southern Textiles,Monroe,05/06/2011,30,,31029,,,,
1475,Manheim Metro Altanta (manheim Remarketing),Fulton,05/24/2011,171,,30315,,,,
1476,Rr Donnelley,Fulton,05/25/2011,115,,30344,,,,
1477,Rts (flextronics Americas),Fulton,05/27/2011,89,,30338,,,,
1478,"Citi Trends, Inc.(savannah Distribution Center)",Chatham,06/03/2011,107,,31401,,,,
1479,Ch2m Hill,Fulton,06/06/2011,21,,30328,,,,
1480,Cagle's,Harris,06/21/2011,298,,31823,,,,
1481,Archbrook Laguna,Cobb,07/06/2011,87,,30144,,,,
1482,Csc Applied Technology Group,Chatham,07/06/2011,444,,31409,,,,
1483,Thermo King,Jefferson,07/13/2011,276,,30434,,,,
1484,Memorial Health,Chatham,07/15/2011,228,,31403,,,,
1485,Prestige Maintenance Usa,Fulton,07/26/2011,114,,75094,,,,
1486,Wsi (wackenhut),Fulton,07/27/2011,50,,30330,,,,
1487,Wsi (wackenhut),Liberty,07/27/2011,45,,31314,,,,
1488,Lockheed Martin,Camden,08/01/2011,16,,3157,,,,
1489,Vt Group,Camden,08/02/2011,381,,31547,,,,
1490,Ihs Global Inc.,Houston,08/03/2011,92,,31093,,,,
1491,Decatur Hotel,Dekalb,08/04/2011,55,,30030,,,,
1492,Kelloggs Dist. Ctr,Glynn,08/08/2011,23,,31525,,,,
1493,Kmart Corporation,Gwinnett,08/09/2011,78,,30340,,,,
1494,Lowe's,Clayton,08/15/2011,98,,30274,,,,
1495,Fluor,Carroll,08/26/2011,50,,30170,,,,
1496,"Vend Service, Inc.",Floyd,08/30/2011,51,,30161,,,,
1497,Bway Corporation,Bibb,08/31/2011,73,,31217,,,,
1498,Litton Loan Servicing (lls),Henry,09/06/2011,191,,32053,,,,
1499,Dendreon,Fulton,09/09/2011,117,,30291,,,,
1500,Pace American,Ben Hill,09/19/2011,56,,31750,,,,
1501,Boral Bricks Inc.,Richmond,09/20/2011,69,,30901,,,,
1502,Nordson,Gwinnett,09/30/2011,70,,30071,,,,
1503,Iap World Services,Richmond,10/05/2011,113,,30905,,,,
1504,"Shaw Industries, Plant 20",Whitfield,10/11/2011,275,,30721,,,,
1505,Ccp North America,Dekalb,10/19/2011,45,,30087,,,,
1506,Nco Financial Systems,Gwinnett,10/20/2011,67,,30071,,,,
1507,Mohawk Industries,Floyd,10/28/2011,227,,30161,,,,
1508,Kmart,Dekalb,10/31/2011,70,,30340,,,,
1509,Southern Ice Cream Specialities,Cobb,10/31/2011,140,,30062,,,,
1510,Lockheed Martin,Liberty,10/31/2011,110,,31313,,,,
1511,Berry Plastics,Newton,11/04/2011,61,,30014,,,,
1512,Beaulieu Of America,Whitfield,11/07/2011,170,,30721,,,,
1513,Beaulieu Of America,Whitfield,11/07/2011,150,,30721,,,,
1514,Filene's Basement,Fulton,11/07/2011,37,,30326,,,,
1515,Syms Corp,Cobb,11/07/2011,15,,30062,,,,
1516,Syms Corp,Gwinnett,11/07/2011,17,,30071,,,,
1517,Thomson Reuters,Cobb,11/17/2011,28,,30339,,,,
1518,Hms Host,Gwinnett,11/22/2011,53,,30043,,,,
1519,Northwest Georgia Regional Hospital,Floyd,12/05/2011,750,,30165,,,,
1520,"Premier Warehousing Ventures, Llc",Chatham,12/05/2011,108,,31407,,,,
1521,Netspend Corp,Dekalb,12/06/2011,80,,30346,,,,
1522,Mckesson Technology,Fulton,12/08/2011,174,,30005,,,,
1523,"General Fibers And Fabrics, Inc.",Treutlen,12/13/2011,60,,30457,,,,
1524,Cinram/ditan Distribution,Clayton,12/13/2011,0,,30297,,,,
1525,Genco Atc,Fulton,12/29/2011,80,,30268,,,,
1526,Federal Reserve Of Atlanta,Fulton,01/04/2010,55,,30309,,,,
1527,"The Step2 Company, Llc",Peach,01/05/2010,102,,31030,,,,
1528,"Mohawk, Industries",Murray,01/06/2010,190,,30724,,,,
1529,Emerson Network Power-energy Systems,Troup,01/06/2010,180,,30240,,,,
1530,Bb&t Corporation,Fulton,01/06/2010,100,,30004,,,,
1531,Bway Coporation,Stephens,01/07/2010,90,,30577,,,,
1532,American Express,Cobb,01/07/2010,55,,30339,,,,
1533,Geiger,Fulton,01/07/2010,85,,30036,,,,
1534,"Atlantic Cable Services, Llc",Dekalb,01/07/2010,124,,30083,,,,
1535,Power Partners,Clarke,01/13/2010,65,,30607,,,,
1536,Compucredit Corporation,Fulton,01/28/2010,203,,30328,,,,
1537,Compucredit Corporation,Gwinnett,01/28/2010,139,,30096,,,,
1538,"Owens-illinois, Inc.",Fulton,01/28/2010,97,,30354,,,,
1539,The Home Depot,Fulton,01/29/2010,144,,30339,,,,
1540,"Lender Processing Services, (lps)",Fulton,01/29/2010,86,,30005,,,,
1541,At&t,Dougherty,02/02/2010,73,,31707,,,,
1542,Acuity Brands Lighting,Bleckley,02/08/2010,475,,31014,,,,
1543,The Atlanta Journal Constitution,Fulton,02/19/2010,50,,30335,,,,
1544,Cch Small Firm Services,Floyd,02/25/2010,17,,30165,,,,
1545,Electric Boat Corp,Camden,03/01/2010,10,,31547,,,,
1546,Decrane Aerospace Precision Patterns,Chatham,03/08/2010,90,,31408,,,,
1547,"Siemens Industry, Inc.",Gwinnett,03/16/2010,58,,30096,,,,
1548,"Indalex, Inc.",Hall,03/17/2010,0,,30504,,,,
1549,Wellstone Mills,Franklin,03/24/2010,0,,30553,,,,
1550,"Apria Healthcare Group, Inc.",Gwinnett,03/30/2010,20,,30096,,,,
1551,Crothall Services Group,Fulton,03/31/2010,210,,30303,,,,
1552,Pilgrim Pride's,Dekalb,04/13/2010,55,,30346,,,,
1553,Kautex Of Georgia,Franklin,04/28/2010,0,,30553,,,,
1554,Shaw Industries Plant Wk,Tift,04/28/2010,373,,31794,,,,
1555,Electrolux N.america( Non- Warn),Richmond,05/07/2010,47,,30904,,,,
1556,Cardionet,Rockdale,05/10/2010,69,,30013,,,,
1557,"Pierre (zartic, Llc.)",Floyd,05/13/2010,350,,30165,,,,
1558,Jit Services Llc,Fayette,05/20/2010,4,,30269,,,,
1559,Tindall Corporation,Clayton,05/28/2010,100,,30288,,,,
1560,Care Ambulance,Dekalb,06/03/2010,123,,30084,,,,
1561,Pace American,Ben Hill,06/07/2010,111,,31750,,,,
1562,T-mobile,Troup,06/16/2010,392,,30240,,,,
1563,Bank Of America,Fulton,06/23/2010,147,,30308,,,,
1564,Mohawk Industries,Bartow,06/24/2010,229,,30120,,,,
1565,Blue Bird,Walker,06/25/2010,300,,30728,,,,
1566,Wyndham Garden Hotel (crescent Hotels & Resorts),Fulton,06/28/2010,100,,30303,,,,
1567,Midcoast Aviation Dba Savannah Air Center,Chatham,06/28/2010,359,,31408,,,,
1568,Butler America,Fulton,07/05/2010,77,,30084,,,,
1569,"Pitney Bowes Government Services, Inc. (pbgs)",Fulton,07/12/2010,184,,30336,,,,
1570,Lowe's,Gwinnett,07/12/2010,40,,30047,,,,
1571,Fpl Food Llc,Richmond,07/12/2010,185,,30901,,,,
1572,Achbold Medical Center,Early,07/12/2010,200,,39823,,,,
1573,Lexisnexis,Gwinnett,07/14/2010,125,,30096,,,,
1574,American Red Cross,Cobb,07/19/2010,85,,30144,,,,
1575,Kehe Distributors,Cobb,07/19/2010,99,,30144,,,,
1576,Cox Communications,Bibb,07/22/2010,71,,31216,,,,
1577,"Cahaba Govt Benefit Administrators, Llc",Chatham,07/22/2010,155,,3141,,,,
1578,"Shaw Infrastructure, Inc.",Muscogee,07/23/2010,300,,31909,,,,
1579,Marriott Renaissance Hotel,Fulton,07/28/2010,142,,30308,,,,
1580,"Neff Motivation, Inc",Dooly,08/09/2010,92,,31091,,,,
1581,Overhead Door,Clarke,08/19/2010,111,,30601,,,,
1582,Regency Hospital/select Medical Corp,Fulton,09/02/2010,124,,30022,,,,
1583,Acs Xerox Company,Fulton,09/03/2010,93,,30350,,,,
1584,Genco,Henry,09/09/2010,50,,30253,,,,
1585,Porex Corp.(microspore Plastic),Gwinnett,09/09/2010,93,,30084,,,,
1586,Bny Mellon (the Bank Of New York Mellon),Fulton,09/10/2010,27,,30349,,,,
1587,Cytec,Cobb,09/15/2010,100,,30080,,,,
1588,Beaulieu Of America,Franklin,09/23/2010,192,,30662,,,,
1589,Abbott Laboratories,Cobb,09/23/2010,34,,30062,,,,
1590,Kraft Foods,Gwinnett,09/24/2010,160,,30071,,,,
1591,Propex,Catoosa,10/04/2010,80,,30736,,,,
1592,"Aps Healthcare, Inc.nc",Clayton,10/04/2010,52,,30349,,,,
1593,Unitedhealth Group,Gwinnett,10/05/2010,95,,30092,,,,
1594,Mirant Corp/genon,Dekalb,10/19/2010,160,,30338,,,,
1595,National Envelope,Cobb,10/19/2010,237,,30109,,,,
1596,The Atlanta Journal Constitution,Fulton,11/01/2010,105,,30349,,,,
1597,Healthstar Es (practice Therapeutics),Fulton,11/01/2010,2,,30312,,,,
1598,"Alaven Pharmaceutical(meda Pharmaceuticals,inc)",Cobb,11/02/2010,40,,30062,,,,
1599,"Xella Aircrete North America, Inc.",Cook,11/04/2010,49,,31620,,,,
1600,Ledger-enquirer,Muscogee,11/05/2010,56,,31902,,,,
1601,Lockheed Martin,Muscogee,11/12/2010,35,,30303,,,,
1602,Trans Inns Associates,Fulton,11/17/2010,88,,30344,,,,
1603,Asten Johnson,Clayton,11/22/2010,35,,30236,,,,
1604,"Crider, Inc.",Emanuel,11/24/2010,260,,30464,,,,
1605,Novartis,Fulton,11/30/2010,40,,30076,,,,
1606,Ziprealty,Fulton,12/01/2010,99,,30328,,,,
1607,"Shionogi, Inc.",Fulton,12/02/2010,67,,30328,,,,
1608,Craft,Fulton,12/15/2010,70,,30326,,,,
1609,Infotech Software,Paulding,12/31/2010,41,,30157,,,,
1610,Panasonic Automotive Systems Company,Fayette,01/06/2009,527,,30269,,,,
1611,Sunshine Mortgage Company,Cobb,01/12/2009,189,,30080,,,,
1612,Wilen Industries,Fulton,01/13/2009,36,,30354,,,,
1613,Coleman Natural Foods,Hall,01/14/2009,139,,30501,,,,
1614,Primerica Financial Services,Gwinnett,01/15/2009,50,,30099,,,,
1615,Pilgrims Pride,Clarke,01/16/2009,180,,30601,,,,
1616,Circuit City,Douglas,01/21/2009,63,,30122,,,,
1617,Cooper Tire & Rubber Company,Dougherty,01/26/2009,1268,,31705,,,,
1618,The Standard Candy Company,Dodge,01/27/2009,273,,31023,,,,
1619,Shaw Industries,Baldwin,01/27/2009,150,,31061,,,,
1620,"Julie Hat Company, Inc.",Pierce,01/29/2009,26,,31557,,,,
1621,Tolleson Lumber Company,Webster,01/29/2009,101,,31824,,,,
1622,The Home Depot,Cobb,01/30/2009,75,,30144,,,,
1623,"The Home Depot Bath And Remodeling,inc",Fulton,02/02/2009,462,,30339,,,,
1624,Harland Clarke,Dekalb,02/02/2009,220,,30035,,,,
1625,"Smallwood,reynolds, Stewart,stewart & Assoc Inc",Fulton,02/02/2009,88,,30305,,,,
1626,First Data Resources,Cobb,02/03/2009,27,,30067,,,,
1627,Aramark Facility Services,Fulton,02/03/2009,562,,30354,,,,
1628,Leviton Manufacturing Company,Fulton,02/03/2009,64,,30336,,,,
1629,The Atlanta Journal Constitution,Dekalb,02/05/2009,88,,30021,,,,
1630,The Telegraph,Bibb,02/05/2009,57,,31208,,,,
1631,Air Jamaica,Clayton,02/06/2009,22,,30320,,,,
1632,The Home Depot,Dekalb,02/06/2009,49,,30346,,,,
1633,Staples,Cherokee,02/09/2009,89,,30114,,,,
1634,Rayonier Wood Products,Putnam,02/09/2009,65,,31024,,,,
1635,"Wal-mart Stores, Inc. Return Center 9194",Bibb,02/12/2009,399,,31216,,,,
1636,Austin Industrial Eastern Region,Richmond,02/16/2009,60,,30901,,,,
1637,Rayonier,Appling,02/20/2009,115,,31513,,,,
1638,Tennecco Automotive,Hart,02/20/2009,125,,30643,,,,
1639,Rheem Manufacturing,Baldwin,02/20/2009,1200,,31061,,,,
1640,Chase Card Services,Cobb,02/23/2009,730,,30144,,,,
1641,The Home Depot,Fulton,02/25/2009,103,,30004,,,,
1642,"Swift Spinning Mills, Inc.",Muscogee,02/27/2009,32,,31994,,,,
1643,Pilgrim's Pride,Coffee,02/27/2009,900,,31533,,,,
1644,Pilgrim's Pride,Coffee,02/27/2009,900,,31512,,,,
1645,Macy's,Dekalb,02/27/2009,804,,30346,,,,
1646,"Sunfresh Beverages, Inc.",Muscogee,02/27/2009,66,,31909,,,,
1647,Tronox,Chatham,02/27/2009,212,,31404,,,,
1648,Clark Atlanta University,Fulton,03/03/2009,100,,30314,,,,
1649,Traco,Decatur,03/09/2009,56,,39818,,,,
1650,"T&s Hardwoods, Inc.",Baldwin,03/11/2009,90,,31061,,,,
1651,Georgia Turf And Tractor,Fulton,03/16/2009,35,,30009,,,,
1652,Xlc Services,Dougherty,03/17/2009,83,,31705,,,,
1653,Caterpillar,Jackson,03/17/2009,89,,30567,,,,
1654,Caterpillar,Spalding,03/18/2009,200,,30224,,,,
1655,Honeywell,Elbert,03/19/2009,228,,30635,,,,
1656,Arbitration Forums Inc.,Fulton,03/23/2009,37,,30328,,,,
1657,Owens Corning,Fulton,03/23/2009,82,,30213,,,,
1658,"West Fraser, Inc.",Charlton,03/23/2009,100,,31537,,,,
1659,"Ritz Camera Centers, Inc.",Gwinnett,03/23/2009,69,,30024,,,,
1660,K V Pharmaceutical,Gwinnett,03/24/2009,6,,30045,,,,
1661,"Shaw Industries, Plant 07",Gordon,03/24/2009,390,,30701,,,,
1662,"Shaw Industries, Plant Wl",Lowndes,03/25/2009,226,,31601,,,,
1663,The Atlanta Journal Constitution,Oconee,03/26/2009,67,,30622,,,,
1664,Ems Technology,Gwinnett,03/30/2009,30,,30092,,,,
1665,"Russell Corporation Aka Russell Brands, Llc",Cobb,04/01/2009,90,,30339,,,,
1666,"Imerys Kaolin, Inc",Twiggs,04/01/2009,25,,31020,,,,
1667,Rite Aid,Coweta,04/02/2009,296,,30265,,,,
1668,Convergys,Chatham,04/03/2009,60,,31402,,,,
1669,Carter's,Lamar,04/03/2009,212,,30204,,,,
1670,Penske Logistics,Fulton,04/03/2009,50,,30336,,,,
1671,Vanity Fair Brands,Fulton,04/06/2009,196,,30005,,,,
1672,"Kobelco Construction Machinery America, Llc",Gordon,04/07/2009,144,,30701,,,,
1673,K Mart Store #4719,Floyd,04/08/2009,80,,30162,,,,
1674,The Atlanta Journal Constitution,Fulton,04/10/2009,52,,30303,,,,
1675,Pilgrim's Pride,Whitfield,04/13/2009,277,,30720,,,,
1676,"Dsm Chemicals North America, Inc.",Richmond,04/17/2009,81,,30901,,,,
1677,"Trinity North American Freight Car, Inc.",Bartow,04/22/2009,659,,30121,,,,
1678,Bard,Newton,04/23/2009,98,,30014,,,,
1679,Wynn Salon Services,Gwinnett,04/28/2009,50,,30043,,,,
1680,Abb Inc.,Dougherty,04/28/2009,76,,31705,,,,
1681,"Innotrac, Corp.",Gwinnett,04/30/2009,67,,30097,,,,
1682,Spring Air,Fulton,05/04/2009,58,,30336,,,,
1683,Gulfstream,Chatham,05/04/2009,300,,31408,,,,
1684,"Thomson Plastics, Inc.",Washington,05/05/2009,131,,30824,,,,
1685,Ingersoll Rand,Gwinnett,05/05/2009,72,,30024,,,,
1686,"Cdg Management, Inc.",Richmond,05/07/2009,93,,30909,,,,
1687,"Bearingpoint, Inc.",Fulton,05/08/2009,49,,30303,,,,
1688,"Bearingpoint, Inc.",Dekalb,05/08/2009,11,,30346,,,,
1689,Air Springs,Fulton,05/11/2009,58,,30336,,,,
1690,Komatsu,Newton,05/11/2009,156,,30014,,,,
1691,Propak,Gwinnett,05/13/2009,7,,30019,,,,
1692,Allstate,Fulton,05/13/2009,78,,30328,,,,
1693,First National Credit Card Center,Fulton,05/13/2009,63,,30305,,,,
1694,Advanced Steel Technology,Floyd,05/14/2009,39,,30161,,,,
1695,Wayne Farms,Coffee,05/14/2009,153,,31533,,,,
1696,Trandotcom Solutions,Cobb,05/14/2009,53,,30144,,,,
1697,First National Credit Card Center,Gwinnett,05/18/2009,142,,30092,,,,
1698,Johnson Controls,Dekalb,05/20/2009,15,,30346,,,,
1699,"Rogers-premier Enterprises,llc",Chatham,05/20/2009,100,,31407,,,,
1700,Lincoln Financial,Cobb,05/22/2009,19,,30339,,,,
1701,"Mestek, Inc.",Jefferson,05/28/2009,91,,30833,,,,
1702,Hood Packaging Corporation,Lowndes,05/29/2009,103,,31601,,,,
1703,Belk,Fulton,06/05/2009,73,,30022,,,,
1704,Danfoss Commercial Compressors,Gwinnett,06/11/2009,91,,30043,,,,
1705,American Coach,Chatham,06/23/2009,57,,31408,,,,
1706,"Doc Maintenance, Inc.",Fulton,06/24/2009,38,,29715,,,,
1707,"Sun Microsystems, Inc.",Fulton,06/25/2009,48,,30005,,,,
1708,"Us Foodservice, Inc./north Star Foodservice, Inc.",Gwinnett,06/25/2009,48,,30071,,,,
1709,Macy's,Fulton,06/25/2009,8,,30097,,,,
1710,Fenner Dunlop,Dekalb,06/26/2009,25,,30079,,,,
1711,Kennametal,Columbia,07/01/2009,153,,30809,,,,
1712,Stock Building Supply,Cobb,07/07/2009,89,,30102,,,,
1713,Urs-united Retail Service,Cobb,07/10/2009,90,,30144,,,,
1714,"Parking Company Of America, Inc.",Clayton,07/14/2009,460,,30320,,,,
1715,Cablofil Legrand,Fulton,07/16/2009,34,,30336,,,,
1716,Mohawk Industries,Laurens,07/30/2009,400,,31027,,,,
1717,Fleetwood Homes,Bacon,08/03/2009,76,,31510,,,,
1718,Ryder Logistics,Fulton,08/03/2009,50,,30005,,,,
1719,Lockheed Martin Corp.,Fulton,08/04/2009,65,,30337,,,,
1720,Reynolds & Reynolds,Gwinnett,08/04/2009,107,,30096,,,,
1721,Carlisle Tire & Wheel Co.,Carroll,08/07/2009,175,,36264,,,,
1722,"Taylor, Bean & Whitaker",Cobb,08/10/2009,230,,30339,,,,
1723,Spectrum Healthcare Resources,Richmond,08/12/2009,50,,30905,,,,
1724,Rockwell Automation,Laurens,08/12/2009,145,,31021,,,,
1725,"Focus Receivable Manangement, Llc",Cobb,08/13/2009,78,,30067,,,,
1726,Eldorado Stone,Laurens,08/20/2009,59,,31021,,,,
1727,Unisia Steering Systems,Hall,08/21/2009,110,,30566,,,,
1728,"Genesys Telecommunications Laboratories, Inc.",Fulton,08/24/2009,7,,30002,,,,
1729,"Cavalier Homes, Inc.",Jenkins,08/28/2009,104,,30442,,,,
1730,Farmers Group / 21st Century Insurance Financial Svcs,Fulton,09/02/2009,393,,30004,,,,
1731,"Brose Gainesville, Inc.",Hall,09/03/2009,125,,30501,,,,
1732,Shaw Industries,Catoosa,09/08/2009,431,,30736,,,,
1733,Biolab Inc / Chemtura,Rockdale,09/09/2009,67,,30012,,,,
1734,Honeywell,Elbert,09/09/2009,223,,30635,,,,
1735,Russell Brands,Muscogee,09/10/2009,112,,31820,,,,
1736,Espn Zone,Fulton,10/01/2009,146,,30305,,,,
1737,Cintas,Bulloch,10/05/2009,12,,30450,,,,
1738,Apl Logistics,Douglas,10/06/2009,93,,30122,,,,
1739,"Sylvania Yarn Systems,inc.",Screven,10/08/2009,145,,30467,,,,
1740,Trojan Battery Company,Washington,10/08/2009,50,,31082,,,,
1741,Intermet Columbus Foundry,Muscogee,10/16/2009,169,,31904,,,,
1742,Shaw Industries (wk),Tift,10/28/2009,218,,31794,,,,
1743,Hollingsworth And Vose,Pulaski,11/03/2009,42,,31036,,,,
1744,"Stiefel Laboratories, Inc.",Gwinnett,11/03/2009,155,,30096,,,,
1745,Home Buyers Warranty,Gwinnett,11/04/2009,36,,30092,,,,
1746,Target,Dekalb,11/05/2009,140,,30087,,,,
1747,Cintas,Gordon,11/12/2009,40,,30701,,,,
1748,Steven Graphics Inc,Fulton,11/12/2009,224,,30310,,,,
1749,Weylchem Corporation,Columbia,11/14/2009,35,,30906,,,,
1750,Invista S.a.r.l.,Clarke,11/19/2009,45,,30601,,,,
1751,Nioxin,Douglas,11/20/2009,60,,30122,,,,
1752,Macgregor Golf,Dougherty,11/23/2009,200,,31701,,,,
1753,Imerys Clay,Washington,11/24/2009,181,,31082,,,,
1754,Lapp Insulators Co,Washington,11/24/2009,16,,31082,,,,
1755,Emerson Electric / Daniel Measurement,Bulloch,11/24/2009,8,,30461,,,,
1756,"Eveden, Inc",Walton,11/24/2009,14,,30656,,,,
1757,Old Time Pottery,Gwinnett,11/25/2009,44,,30096,,,,
1758,Old Time Pottery,Douglas,11/25/2009,34,,30135,,,,
1759,"Aecom Goverment Svcs, Inc. (ags)",Dougherty,12/07/2009,207,,31704,,,,
1760,"Axiant, Llc",Cobb,12/11/2009,56,,30339,,,,
1761,King Steel Inc,Gwinnett,12/17/2009,21,,30043,,,,
1762,"Stericycle, Inc.",Rockdale,12/18/2009,123,,30013,,,,
1763,Perot Systems,Floyd,12/22/2009,32,,30165,,,,
1764,"Vertis Communications, Inc.",Clayton,01/02/2008,40,,30354,,,,
1765,Wheeler's Inc.,Floyd,01/08/2008,155,,30161,,,,
1766,"Wheeler's, Inc.",Bartow,01/08/2008,39,,30120,,,,
1767,"Wheeler's, Inc.",Floyd,01/08/2008,59,,30165,,,,
1768,Georgia Technology Authority,Fulton,01/09/2008,40,,30334,,,,
1769,Value City,Cobb,01/16/2008,102,,30067,,,,
1770,Trio Mfg Co,Monroe,01/18/2008,27,,31029,,,,
1771,National City Mortgage Company,Fulton,01/18/2008,64,,30328,,,,
1772,Fti Film Technologies International Inc.,Cobb,01/24/2008,2,,30144,,,,
1773,Sony Music Entertainment Inc.,Carroll,01/25/2008,100,,30117,,,,
1774,Fresh Express Company,Carroll,01/29/2008,150,,30117,,,,
1775,The Home Depot,Cobb,02/01/2008,306,,30339,,,,
1776,Sun Microsystems,Gwinnett,02/06/2008,17,,30092,,,,
1777,Axa,Forsyth,02/06/2008,42,,30005,,,,
1778,Harland Clarke,Dekalb,02/08/2008,4,,30035,,,,
1779,Pierre Foods,Polk,02/08/2008,153,,30125,,,,
1780,Mount Vernon Mills,Chattooga,02/12/2008,250,,30753,,,,
1781,Clopay Corp.d/b/a Rcs,Gwinnett,02/15/2008,143,,30071,,,,
1782,Panasonic Primary Battery Company,Muscogee,02/18/2008,214,,31907,,,,
1783,"Mohawk Industries, Inc.",Whitfield,02/25/2008,66,,30722,,,,
1784,"Mohawk Industries, Inc.",Floyd,02/25/2008,158,,30105,,,,
1785,Hd Supply Lumber & Building Materials,Gwinnett,02/25/2008,75,,30096,,,,
1786,Exel,Fulton,02/26/2008,166,,30349,,,,
1787,Propak Corp (chep),Fulton,02/28/2008,105,,30336,,,,
1788,First Franklin Financial,Cobb,03/06/2008,76,,30144,,,,
1789,"Pdsheart, Inc",Rockdale,03/10/2008,45,,30013,,,,
1790,Atlanta Dairy,Fulton,03/11/2008,236,,30316,,,,
1791,"Milliken & Co., Duncan M. Stewart Plant",Troup,03/14/2008,99,,30241,,,,
1792,"Milliken & Co., Elm City Plant",Troup,03/14/2008,200,,30240,,,,
1793,Sears Holdings,Dekalb,03/17/2008,112,,30084,,,,
1794,"Flowers Bakery Of Atlanta, Llc",Fulton,03/17/2008,101,,30315,,,,
1795,"Imerys Kaolin, Inc",Twiggs,03/20/2008,17,,31020,,,,
1796,"Shaw Infrastructure, Inc",Muscogee,03/21/2008,528,,31909,,,,
1797,Riverside Mfg.,Jefferson,03/24/2008,44,,30477,,,,
1798,H. P. Pelzer,Mcduffie,03/28/2008,32,,30824,,,,
1799,City Of Atlanta,Fulton,04/02/2008,441,,30303,,,,
1800,Hunter Douglas (alta Window Solution Specialists Inc),Dekalb,04/02/2008,137,,30360,,,,
1801,Jevic Transportation,Clayton,04/03/2008,72,,30288,,,,
