,company_name,location,notice_date,layoff_date,employees_affected,Formal Name,City,State,Zip
4868,Marriott Chicago Southwest at Burr Ridge,1200 Burr Ridge Parkway ,3/27/2020,,74,,Burr Ridge,IL,60527
4869,ABM Industries,801 W. Normantown Rd ,4/30/2020,,93,,Romeoville,IL,60446
4870,Gardner Synergy Logistics,4500 Western Ave ,4/28/2020,,117,,Lisle,IL,60532
4871,glassdoor,1330 West Fulton Street ,5/7/2020,,194,glassdoor,Chicago,IL,60607
4872,Holiday Inn Matteson,500 Holiday Plaza Drive ,4/30/2020,,72,Holiday Inn Matteson,Matteson,IL,60443
4873,Thompson Chicago,21 E. Bellevue Place ,"5/27/2020, 5/7/2020",,198,,Chicago,IL,60611
4874,Normal Marriott,201 Broadway Ave ,5/12/2020,,110,Atrium Hospitality,Normal,IL,61761
4875,"Embassy Suites Peoria, Conf Ctr",100 Conference Center Dr ,5/13/2020,,109,,East Peoria,IL,61611
4876,"LAZ Parking Chicago, LLC",33 W. Monroe Street Suite 2010,"12/17/2020, 5/14/2020",,210,,Chicago,IL,60603
4877,Adler Planetarium,1300 S Lake Shore Drive ,5/14/2020,,120,Adler Planetarium,Chicago,IL,60605
4878,Greenlee Textron,1222 Research Parkway ,4/24/2020,,51,"Greenlee Tools, Inc.",Rockford,IL,61109
4879,Syncreon,3142 W. Chrysler Drive ,5/18/2020,,407,,Belvidere,IL,61008
4880,Cargo Movers of Chicago,2200 South Main Street Suite 205,5/15/2020,,90,,Lombard,IL,60148
4881,Gate Gourmet,4347 United Parkway ,"6/5/2020, 6/4/2020, 5/19/2020",,358,,Schiller Park,IL,60176
4882,Gate Serve,504 Montrose ,"6/1/2021, 6/4/2020",,35,,Chicago,IL,60666
4883,Hotel Zachary,3630 N Clark St ,"5/27/2020, 4/2/2020",,77,MARRIOTT INTERNATIONAL,Chicago,IL,60613
4884,Syncreon,14 Gateway Commerce Center Drive ,5/22/2020,,46,,Edwardsville,IL,62025
4885,M & R Companies,440 Medinah Rd ,5/22/2020,,204,"M & R Printing Equipment, Inc.",Roselle,IL,60172
4886,Mike Ditka's - Chicago,100 E Chestnut St ,6/1/2020,,70,,Chicago,IL,60611
4887,Robert Bosch Automotive,1385 N. Weber Road ,5/21/2020,,47,,Romeoville,IL,60446
4888,Hotel Chicago Downtown,333 N Dearborn St ,5/26/2020,,119,,Chicago,IL,60654
4889,ECFMG/Faimer,8501 W Higgins Rd Suite 600,5/27/2020,,104,,Chicago,IL,60631
4890,Air Canada,10000 W O'Hare Ave ,5/15/2020,,50,,Chicago,IL,60666
4891,Catch-35 Restaurant,35 W. Wacker Drive ,5/28/2020,,89,,Chicago,IL,60601
4892,DoubleTree By Hilton Hotel-Collinsville,1000 Eastport Plaza Drive ,6/2/2020,,82,DoubleTree Hotel in Collinsville,Collinsville,IL,62234
4893,Labriola Baking Company,3701 W. 128th Place ,5/29/2020,,181,,Alsip,IL,60803
4894,Renaissance Chicago Hotel,1 W. Wacker Drive ,6/2/2020,,350,RENAISSANCE CHICAGO O'HARE SUITES,Chicago,IL,60601
4895,Renaissance Schaumburg,1551 N. Thoreau Drive ,6/3/2020,,343,,Schaumburg,IL,60173
4896,Marriott Suites Downers Grove,1500 Opus Place ,6/3/2020,,58,MARRIOTT LINCOLNSHIRE RESORT,Downers Grove,IL,60515
4897,Paige Bus Enterprises,610 West 138th Street ,6/2/2020,,130,,Riverdale,IL,60827
4898,"Global Experience Specialists, Inc.","6800 Santa Fe Dr., Ste B ",6/2/2020,,146,,Hodgkins,IL,60525
4899,"onPeak, LLC","350 North Clark St, Ste 200 ",6/2/2020,,55,,Chicago,IL,60654
4900,Courtyard Chicago Downtown River North,30 E Hubbard Street ,3/18/2021,,76,Courtyard Marriot (Management Corp.),Chicago,IL,60611
4901,Westin Chicago Lombard,70 Yorktown Center ,6/3/2020,,179,Sheraton Arlington Park Hotel,Lombard,IL,60148
4902,Sheraton Grand Chicago,301 E North Water Street ,6/3/2020,,683,"Sheraton Gateway Suites, O'Hare",Chicago,IL,60611
4903,Residence Inn Chicago Downtown Mag Mile,201 E Walton Place ,"1/4/2021, 6/3/2020",,52,,Chicago,IL,60611
4904,Westin O'Hare,6100 N. River Road ,"8/28/2020, 6/4/2020",,249,Sheraton Arlington Park Hotel,Rosemont,IL,60018
4905,WESTIN MICHIGAN AVENUE,909 N MICHIGAN ,6/5/2020,,230,WESTIN MICHIGAN AVENUE,Chicago,IL,60611
4906,Marriott Marquis Chicago,2121 S Prairie Avenue ,6/5/2020,,571,MARRIOTT O'HARE,Chicago,IL,60616
4907,Hyatt Regency O'Hare-Rosemont,9300 W. Bryn Mawr ,"6/21/2021, 10/30/2020",,56,PARK HYATT CHICAGO,Rosemont,IL,60018
4908,Courtyard Chicago O'Hare,2950 South River Rd ,6/10/2020,,45,Courtyard Marriot (Management Corp.),Des Plaines,IL,60018
4909,Hyatt Regency McCormick,2233 South Martin Luther King Drive ,"6/28/2021, 6/28/2021",,45,Hyatt Regency McCormick,Chicago,IL,60601
4910,Kroeschell Operations,1300 4-H Park Road ,6/9/2020,,47,"Kroeschell Operations, Inc.",Pontiac,IL,61764
4911,Chicago Fast Park & Relax,5230 S. Cicero Avenue ,6/5/2020,,28,,Chicago,IL,60638
4912,Chicago Marriott Northwest,4800 Hoffmann Blvd ,6/2/2020,,72,,Hoffman Estates,IL,60192
4913,JW Marriott Chicago,151 W. Adams St. ,6/1/2020,,391,MARRIOTT LINCOLNSHIRE RESORT,Chicago,IL,60604
4914,The Langham,330 N Wabash Avenue ,6/4/2020,,153,,Chicago,IL,60611
4915,The Gwen Hotel,521 N. Rush St ,6/4/2020,,177,,Chicago,IL,60611
4916,W Chicago - Lakeshore,644 N. Lake Shore Dr ,6/2/2020,,185,Sheraton Arlington Park Hotel,Chicago,IL,60611
4917,Westin Chicago NW,400 Park Blvd ,5/18/2020,,213,,Itasca,IL,60143
4918,Derse,3696 Bur Wood Dr. ,6/15/2020,,50,,Waukegan,IL,60085
4919,Hyatt Regency,151 E. Wacker Dr ,"6/18/2021, 10/5/2020",,1009,PARK HYATT CHICAGO,Chicago,IL,60601
4920,YMCA of the USA,101 N. Wacker Drive 14th floor,6/15/2020,,93,YMCA of the USA,Chicago,IL,60606
4921,Hollywood Casino Joliet,777 Hollywood Casino Blvd ,6/15/2020,,145,,Joliet,IL,60436
4922,Hollywood Casino Aurora,1 W. New York St. ,6/15/2020,,111,,Aurora,IL,60506
4923,City Winery Chicago,1200 W. Randolph St ,6/16/2020,,166,,Chicago,IL,60607
4924,St. Jane Hotel Chicago,230 N. Michigan Ave. ,6/15/2020,,174,St. Jane Chicago,Chicago,IL,60601
4925,NCI Metl Span,1509 Dewitt Ave. East ,6/16/2020,,30,,Mattoon,IL,61938
4926,The Lodge Hyatt Hotel,2815 Jorie Blvd ,6/18/2020,,112,PARK HYATT CHICAGO,Oakbrook,IL,60523
4927,Union League Club of Chicago,65 W. Jackson Blvd ,3/19/2021,,175,Union League Club of Chicago,Chicago,IL,60604
4928,Watlow,5710 Kenosha Street ,4/14/2022,2019-07-21 17:00:00,50,Watlow,Richmond,IL,60071
4929,Marriott International Shared Services,9550 W Higgins Road ,6/19/2020,,99,Schaumburg Marriott,Rosemont,IL,60018
4930,Chicago Athletic Association,12 South Michigan Avenue ,"6/4/2021, 6/4/2021",,99,,Chicago,IL,60603
4931,Nordstrom Trunk Club,325 W. Ohio St ,6/22/2020,,446,"Trunk Club, Inc.",Chicago,IL,60654
4932,Hilton Garden Inn Riverwalk,66 E. Wacker Pl. ,12/15/2020,,26,Hilton Chicago - Downtown,Chicago,IL,60601
4933,"Freeman Audio Visual, LLC",9260 W 55th St ,"6/17/2021, 9/21/2020",,58,,McCook,IL,60525
4934,"Freeman Electrical, LLC","8201 W 47th St., McCook, IL 60525 600 W Chicago Ave., Ste. 125",9/23/2020,,23,,Chicago,IL,60610
4935,"Freeman Expositions, LLC","8201 W 47th St., McCook, IL 60525 600 W Chicago Ave., Ste.125",6/23/2020,,130,,Chicago,IL,60610
4936,"Swissport USA, Inc",618 S Access Rd. ,6/25/2020,,231,,Chicago,IL,60666
4937,Blue Plate Catering,1362 W. Fulton ,6/26/2020,,60,,Chicago,IL,60607
4938,"Fairmont Chicago, Millennium Park",200 N Columbus Drive ,"7/29/2020, 6/26/2020",,285,,Chicago,IL,60601
4939,"Swissport SA, LLC",837 Patton Dr ,6/25/2020,,85,,Chicago,IL,60666
4940,C. Cretors & Co.,176 Mittel Dr. ,6/29/2020,,53,,Wood Dale,IL,60191
4941,Levy's Guaranteed Rate Field,333 W. 35th Street ,6/29/2020,,637,Levy Restaurants Corp Office,Chicago,IL,60616
4942,University Club of Chicago,76 E Monroe ,6/29/2020,,78,,Chicago,IL,60603
4943,"ADESA Illinois, LLC",2785 Beverly Road ,6/25/2020,,76,,Hoffman Estates,IL,60169
4944,Omni Chicago Hotel,676 Michigan Ave ,4/2/2021,,169,,Chicago,IL,60611
4945,"Prairie Farms Dairy, Inc.",2004 N University Street ,6/30/2020,,60,PFD Supply (Prairie Farms Dairy),Peoria,IL,61604
4946,SafeHouse Chicago restaurant,60 E Ontario St. ,"3/30/2021, 6/30/2020",,32,,Chicago,IL,60611
4947,NextLevel Health,224 S. Michigan Ave Suite 700,4/2/2021,,103,,Chicago,IL,60604
4948,Creation Technologies Illinois Inc.,1475 Wheeling Rd ,"6/16/2021, 9/8/2020",,142,,Wheeling,IL,60090-5926
4949,Mumford Metal Casting,13 E. Lake Street ,7/6/2020,,77,,Northlake,IL,60164
4950,ASM Global (at McCormick Place),301 E. Cermak Road ,4/7/2021,,120,,Chicago,IL,60616
4951,Kimpton Gray Hotel,122 W Monroe St ,7/13/2020,,118,,Chicago,IL,60603
4952,APERION CARE CAIRO LLC,2001 Cedar St. ,7/10/2020,,62,,Cairo,IL,62914
4953,Courtyard Magnificent Mile Downtown Chicago,165 E Ontario St ,"8/31/2020, 7/3/2020",,80,White Lodging Services Corporation,Chicago,IL,60611-2822
4954,Fairfield/Aloft Chicago,60 W. Illinois St. ,"8/31/2020, 7/3/2020",,86,White Lodging Services Corporation,Chicago,IL,60654
4955,Hyatt Place Chicago,66 W. Illinois St. ,6/30/2021,,42,White Lodging Services Corporation,Chicago,IL,60654
4956,Moxy Chicago,530 N. Lasalle Drive ,"4/5/2021, 8/31/2020",,45,White Lodging Services Corporation,Chicago,IL,60654
4957,Springhill Suites/Residence Inn,410 N. Dearborn St. ,"4/5/2021, 4/5/2021",,94,White Lodging Services Corporation,Chicago,IL,60654
4958,Hampton Inn & Suites Hotel,5201 Old Orchard Road ,7/3/2020,,45,,Skokie,IL,60077
4959,Hampton Inn & Suites Hotel,9480 W. Higgins Road ,"7/3/2020, 7/3/2020",,35,,Rosemont,IL,60018
4960,Hilton Garden Inn Hotel,2930 South River Road ,7/3/2020,,70,,Des Plaines,IL,60018
4961,Kimpton Hotel Monaco Chicago,225 N Wabash Ave ,7/13/2020,,109,,Chicago,IL,60601
4962,Peninsula Chicago LLC,108 East Superior St. ,"2/9/2021, 9/21/2020, 9/21/2020, 7/17/2020",,568,The Peninsula Chicago,Chicago,IL,60611
4963,Conifer Revenue Cycle Solutions,3 Erie Court ,7/20/2020,,34,Conifer Health Solutions,Oak Park,IL,60302
4964,Compass Group USA / Northwestern,633 Clark St ,"6/17/2021, 9/26/2020, 8/21/2020",,315,Compass Group USA,Evanston,IL,60208
4965,President Abraham Lincoln Hotel,701 E. Adams St. ,7/22/2020,,59,,Springfield,IL,62701
4966,Honeywell Datamax-O'Neil,7656 E. 700th Ave. ,7/23/2020,,60,"Pioneer Labels, Inc.",Robinson,IL,62454
4967,"Illinois Sportservice, Inc.",333 W. 35th Street ,7/7/2020,,973,,Chicago,IL,60616
4968,Air Wisconsin Airlines,10000 W O'Hare Ave Terminal 2 Ramp Level F12,"1/28/2021, 7/24/2020",,332,,Chicago,IL,60666
4969,DoubleTree Chicago Mag Mile,300 E. Ohio St ,7/24/2020,,158,,Chicago,IL,60611
4970,US Citizenship & Immigration Services,101 W. Ida B. Wells Drive ,7/23/2020,,305,,Chicago,IL,60605
4971,Conrad Chicago Hotel,101 E. Erie St. ,7/24/2020,,0,Conrad,Chicago,IL,60611
4972,East Bank Club,500 North Kingsbury Street ,"11/10/2020, 10/13/2020, 8/3/2020",,336,,Chicago,IL,60654
4973,Waldorf Astoria Chicago,11 E. Walton St. ,7/27/2020,,208,,Chicago,IL,60611
4974,Restaurant Associates JP Morgan Chase,"10 S. Dearborn, Plaza Level ",7/28/2020,,70,Compass Group USA,Chicago,IL,60603
4975,Chartwells at U of I Chicago,750 South Halsted Street ,7/28/2020,,79,Compass Group USA,Chicago,IL,60607
4976,Radisson Blu Aqua Chicago,221 N. Columbus Dr. ,7/28/2020,,143,,Chicago,IL,60601
4977,Hilton Chicago O'Hare Airport,P. O. Box 66414 ,7/29/2020,,100,Hilton Chicago O'Hare Airport,Chicago,IL,60606
4978,RR Donnelley,5501 W. Grand Ave. ,8/4/2020,,207,,Chicago,IL,60639
4979,Culinaire International,220 E. Chicago Ave. Museum of Contemporary Art,8/4/2020,,61,,Chicago,IL,60611
4980,Precision Steel Warehouse Inc.,3500 N. Wolf Road ,"6/17/2021, 7/29/2020",,75,Precision Steel Warehouse Inc.,Franklin Park,IL,60131
4981,Drake Hotel,140 East Walton Street ,"4/20/2021, 8/25/2020",,305,,Chicago,IL,60611
4982,Hilton Rosemont / Chicago O'Hare,5550 N River Rd ,7/29/2020,,115,,Rosemont,IL,60018
4983,Carlson Wagonlit Travel,1 S. Wacker Dr ,"9/28/2020, 7/29/2020",,34,CARLSON WAGONLIT TRAVEL,Chicago,IL,60515
4984,Carlson Wagonlit Travel,901 Warrenville Rd ,7/29/2020,,37,CARLSON WAGONLIT TRAVEL,Lisle,IL,60515
4985,W Chicago - City Center,172 West Adams Street ,7/30/2020,,180,MARRIOTT O'HARE,Chicago,IL,60603
4986,"Spirit Airlines, Inc.",10000 Bessie Coleman Dr. ,7/30/2020,,257,,Chicago,IL,60666
4987,GoJet Airlines,10000 Bessie Coleman Dr. ,7/31/2020,,549,,Chicago,IL,60666
4988,Hudson Group,10000 Bessie Coleman Dr. ,"6/16/2021, 7/31/2020",,246,,Chicago,IL,60666
4989,Hudson Group,5757 S Cicero Ave ,"6/16/2021, 7/31/2020",,65,,Chicago,IL,60638
4990,ExpressJet Airlines,10000 Bessie Coleman Dr. ,7/17/2020,,653,,Chicago,IL,60666
4991,"Frontier Airlines, Inc.",10000 Bessie Coleman Dr. ,7/31/2020,,141,,Chicago,IL,60666
4992,Flying Food Group,4330 Transworld Road ,"6/28/2021, 2/16/2021",,93,Flying Food Group,Schiller Park,IL,60176
4993,"G&D Integrated Contract Logistics, Inc",299 Sanford St. #201,8/7/2020,,64,"G&D Integrated, Inc.",East Peoria,IL,61611
4994,Boka Restaurant Group,820 W Lake St #200,7/24/2020,,516,,Chicago,IL,60607
4995,Windy City Distributing,1103 Butterfield Road ,8/10/2020,,109,,Aurora,IL,60502
4996,Courier Distribution Systems,808 Discovery Drive ,8/11/2020,,36,,West Chicago,IL,60185
4997,LEGOLand Discovery Center,601 N. Martingale Road Suite 130,8/17/2020,,68,,Schaumburg,IL,60173
4998,"Sky Chefs, Inc.",200 East Touhy ,8/14/2020,,335,SKY CHEFS,Des Plaines,IL,60018
4999,IPIC Theaters - Bolingbrook,619 East Boughton Road Suite 200,8/20/2020,,39,,Bolingbrook,IL,60440
5000,IPIC Theaters - S. Barrington,100 W. Higgins Rd. Suite N-1,8/14/2020,,38,,South Barrington,IL,60010
5001,"Medline Industries, Inc.",1 Medline Place ,8/19/2020,,190,"Medline Industries, Inc.",Mundelein,IL,60060
5002,MARRIOTT LINCOLNSHIRE RESORT,10 MARRIOTT DR ,8/25/2020,,240,MARRIOTT LINCOLNSHIRE RESORT,LINCOLNSHIRE,IL,60069
5003,"Kenco Logistic Services, LLC",5800 West Industrial Boulevard ,8/27/2020,,51,,Monee,IL,60449
5004,"Keurig Green Mountain, Inc.",18801 Oak Park Ave ,8/28/2020,,87,,Tinley Park,IL,60477
5005,"Scoobeez, Inc. - Morton Grove",8290 North Austin Ave. ,8/31/2020,,41,,Morton Grove,IL,60053
5006,"Scoobeez, Inc. - W. Chicago",808 Discovery Dr. ,8/31/2020,,48,,West Chicago,IL,60185
5007,"Scoobeez, Inc.- Chicago",2801 S Western Ave. ,8/31/2020,,118,,Chicago,IL,60608
5008,HOB Chicago,329 N. Dearborn ,9/2/2020,,118,HOB Chicago,Chicago,IL,60654
5009,HOB Chicago,329 N. Dearborn ,9/1/2020,,116,HOB Chicago,Chicago,IL,60654
5010,TicketsNow,3800 Golf Road ,9/2/2020,,82,HOB Chicago,Rolling Meadows,IL,60008
5011,Chartwells - Noble Network,1 N. State Street Floor 7-Lower,9/2/2020,,51,Compass Group USA,Chicago,IL,60602
5012,Signature Room,875 N. Michigan ,9/3/2020,,185,,Chicago,IL,60611
5013,"Diaz Anselmo Lindberg, P.A.",1771 W. Diehl Road Suite 120,9/1/2020,,43,,Naperville,IL,60563
5014,Barton Manufacturing,1395 S. Taylorville Road ,9/10/2020,,45,,Decatur,IL,62521
5015,"Abercrombie & Kent USA, LLC","1411 Opus Place Executive Towers West II, Suite 300",9/10/2020,,61,,Downers Grove,IL,60515-1182
5016,"Catering by Michael's, Inc.",6203 Park Ave. ,9/14/2020,,162,,Morton Grove,IL,60053
5017,Royal Sonesta Chicago Riverfront,71 E. Wacker Drive ,9/14/2020,,171,"Sonesta Chicago, LLC",Chicago,IL,60601
5018,Italian Village Restaurants,71 W. Monroe St. ,9/16/2020,,73,,Chicago,IL,60603
5019,Hilton Chicago Magnificent Mile Suites,198 East Delaware Place ,9/14/2020,,72,,Chicago,IL,60611
5020,Hilton Chicago Magnificent Mile,720 S. Michigan Ave. ,7/28/2020,,696,,Chicago,IL,60605
5021,Sodexo - Glenbard South High School,23W200 Butterfield Rd. ,9/16/2020,,32,,Glen Ellyn,IL,60137
5022,Chicago Renaissance  O'Hare,8500 W Bryn Mawr Ave ,9/8/2020,,94,,Chicago,IL,60631
5023,Restaurant Associates - Quadrangle Club,1155 E. 57th St. ,9/8/2020,,36,Compass Group USA,Chicago,IL,60637
5024,Sodexo School Services,118 E Washington St ,9/10/2020,,36,Sodexho,O_x001A_Fallon,IL,62269
5025,Chartwells at DePaul University,2250 N Sheffield Ave Ste 125,9/10/2020,,111,Compass Group USA,Chicago,IL,60614
5026,Crowne Plaza Glen Ellyn-Lombard,1250 Roosevelt Road ,9/16/2020,,53,,Glen Ellyn,IL,60137
5027,Aramark at Loyola University,1125 W Loyola Ave ,9/17/2020,,240,,Chicago,IL,60626
5028,American Hotel Register Co.,100 S. Milwaukee Ave. ,9/9/2020,,313,,Vernon Hills,IL,60061
5029,"Production Resource Group, LLC",8401 W. 47th St. ,9/21/2020,,31,,McCook,IL,60525
5030,"SPiN Chicago, LLC",344 N State Street ,9/21/2020,,68,,Chicago,IL,60654
5031,"P.F. Changs, Northbrook",1819 Lake Cook Road ,9/21/2020,,75,,Northbrook,IL,60062
5032,"P.F. Changs, Lombard",2361 Fountain Square Drive ,9/21/2020,,75,,Lombard,IL,60148
5033,"P.F. Changs, Schaumburg",5 Woodfield Mall Space D313,9/18/2020,,75,,Schaumburg,IL,60173
5034,"P.F. Changs, Orland Park",14135 La Grange Road ,9/21/2020,,75,,Orland Park,IL,60462
5035,Ruth_x001A_s Chris Steak House,431 N. Dearborn St. ,9/22/2020,,58,,Chicago,IL,60654
5036,Hampton/Homewood Chicago,118 N. Jefferson Street ,9/22/2020,,40,,Chicago,IL,60661
5037,Holiday Inn Mart Plaza,350 West Wolf Point Plaza ,9/22/2020,,97,,Chicago,IL,60654
5038,Flik Hospitality,300 E Randolph St ,4/26/2021,,56,Compass Group USA,Chicago,IL,60601
5039,"Freeman Company, LLC","8201 W 47th St., McCook, IL 60525 600 W Chicago Ave., Ste. 125","9/24/2020, 9/21/2020, 6/23/2020",,132,,Chicago,IL,60610
5040,"Paradigm Talent Agency, LLC",72 W Adams St. Suite 1000,9/24/2020,,27,,Chicago,IL,60603
5041,Muscular Dystrophy Association,161 N. Clark St. #3505,9/25/2020,,40,,Chicago,IL,60601
5042,Hospitality Staffing Inc - McCormick,123 E Cermak Rd Suite 300,9/26/2020,,52,Holiday Inn-FHG,Chicago,IL,60616
5043,Hospitality Staffing Inc - Sheraton Suites,6501 Mannheim Rd ,4/30/2021,,77,Holiday Inn-FHG,Rosemont,IL,60018
5044,"MSG Chicago, LLC",175 N. State Street ,5/3/2021,,46,,Chicago,IL,60601
5045,The Pillow Factory,900 Busch Parkway ,10/2/2020,,28,,Buffalo Grove,IL,60089
5046,"Le Tote, Inc - Shaumburg",4 Woodfield Mall ,"12/1/2020, 10/2/2020",,30,,Schaumburg,IL,60173
5047,"Le Tote, Inc - Northbrook",1455 Lake Cook Road ,12/1/2020,,29,,Northbrook,IL,60026
5048,"Hornblower Cruises & Events, LLC",600 E. Grand Avenue ,10/5/2020,,296,Spirit of Chicago,Chicago,IL,60611
5049,SSA Group at Brookfield Zoo,8400 W. 31st St. ,5/3/2021,,211,,Brookfield,IL,60513
5050,Crowne Plaza Chicago West Loop,25 S. Halsted ,9/17/2020,,124,Crowne Plaza Chicago West Loop,Chicago,IL,60661
5051,Crowne Plaza Chicago O'Hare,5400 N. River Rd. ,9/17/2020,,227,Crowne Plaza Chicago O'Hare,Rosemont,IL,60018
5052,Ace Hotel,311 N. Morgan St. ,10/6/2020,,64,,Chicago,IL,60607
5053,Bon Appetit at Art Institute,111 S. Michigan Ave. ,10/6/2020,,167,Compass Group USA,Chicago,IL,60603
5054,"Takeda Pharmaceuticals USA, Inc.",1200 Lakeside Dr ,10/9/2020,,400,,Bannockburn,IL,60015
5055,The Whitehall Hotel,105 E. Delaware ,10/14/2020,,54,The Whitehall Hotel,Chicago,IL,60611
5056,MEI,1101 S. Wabash ,10/14/2020,,25,MEI,Chicago,IL,60605
5057,Wildfire - Chicago,159 W. Erie St. ,10/13/2020,,29,Wildfire - Chicago,Chicago,IL,60654
5058,"RPM Seafood, Pizzeria Portofino",317 N. Clark St. ,10/13/2020,,80,"RPM Seafood,Pizzeria Portofino",Chicago,IL,60654
5059,Kimpton Hotel Palomar Chicago,505 N. State St. ,"10/5/2020, 7/2/2020",,130,,Chicago,IL,60654
5060,"Ramen-San, Dance Studio, II Porcellino",59 W. Hubbard St. ,10/13/2020,,47,"Ramen-San, Dance Studio, II Porcellino",Chicago,IL,60654
5061,Big Bowl - Chicago,60 E. Ohio St. ,10/13/2020,,26,Big Bowl,Chicago,IL,60611
5062,Big Bowl - Schaumburg,1950 E. Higgins Rd. ,10/13/2020,,44,Big Bowl,Schaumburg,IL,60173
5063,Bub City,435 N. Clark St. ,10/13/2020,,40,Bub City,Chicago,IL,60654
5064,Ema,74 W. Illinois St. ,10/13/2020,,38,Ema,Chicago,IL,60654
5065,Beatrix,519 N. Clark St. ,10/13/2020,,35,Beatrix,Chicago,IL,60654
5066,Hub 51,51 W. Hubbard St. ,10/13/2020,,34,Hub 51,Chicago,IL,60654
5067,"Summer House SM, Stella Barra Pizzeria",1954 N. Halsted St. ,10/13/2020,,31,"Summer House SM, Stella Barra Pizzeria",Chicago,IL,60654
5068,Joe's Prime Steak,60 E. Grand Ave. ,10/13/2020,,64,Joe's Prime Steak,Chicago,IL,60654
5069,Shaw's Crab House,21 E. Hubbard St. ,10/13/2020,,69,Shaw's Crab House,Chicago,IL,60611
5070,RPM Steak,66 W. Kinzie St. ,10/13/2020,,25,RPM Steak,Chicago,IL,60654
5071,L. Woods Tap & Pine Lodge,7110 Lincoln Ave. ,10/13/2020,,37,L. Woods Tap & Pine Lodge,Lincolnwood,IL,60712
5072,Beatrix on St Clair,673 N. St. Clair St. ,10/13/2020,,40,Beatrix on St. Clair,Chicago,IL,60611
5073,Saranello's - Westin Chicago North Shore,601 N. Milwaukee Ave. ,10/13/2020,,31,Saranello's,Wheeling,IL,60090
5074,Osteria Via Stato,620 N. State St. ,10/13/2020,,25,Osteria Via Stato,Chicago,IL,60610
5075,"Petterino's, Do-Rite Donuts",150 N. Dearborn St. ,10/13/2020,,80,"Petterino's, Do-Rite Donuts",Chicago,IL,60601
5076,RPM Italian,52 W. Illinois St. ,10/13/2020,,36,RPM Italian,Chicago,IL,60654
5077,Bub City and Joe's Live,5441 Park Pl. ,10/13/2020,,66,Bub City and Joe's Live,Rosemont,IL,60018
5078,Shaw's Crab House and Tokio Asian Fusion,1900 E. Higgins Rd. ,10/13/2020,,27,Shaw's Crab House and Tokio Asian Fusion,Schaumburg,IL,60173
5079,Aba and the Dalcy,302 N. Green St. 3rd Floor,10/13/2020,,29,Aba and the Dalcy,Chicago,IL,60607
5080,Wildfire - Lincolnshire,235 Parkway Dr. ,10/13/2020,,33,,Lincolnshire,IL,60069
5081,Wildfire - Oak Brook,232 Oakbrook Center ,10/13/2020,,35,,Oak Brook,IL,60523
5082,Wildfire - Schaumburg,1250 E. Higgins Rd. ,10/13/2020,,44,Wildfire,Schaumburg,IL,60173
5083,"Fooda, Inc.","225 W Randolph, Suite 1700 ",10/15/2020,,44,,Chicago,IL,60606
5084,Aramark at Morton Arboretum,4100 Illinois Rte 53 ,10/19/2020,,92,,Lisle,IL,60532
5085,Aramark at Allstate Arena,6920 Mannheim Road ,10/19/2020,,192,,Rosemont,IL,60018
5086,Aramark at Rosemont Convention Center,9301 Bryn Mawr Avenue ,10/19/2020,,93,,Rosemont,IL,60018
5087,Wyndemere Senior Living,200 Wyndemere Circle ,10/26/2020,,63,Wyndemere Senior Living,Wheaton,IL,60187
5088,Eagle River Mine,3880 Highway 145 South ,12/3/2020,,87,Eagle River Mine,Harrisburg,IL,62946
5089,Lettuce Entertain You Enterprises,5419 N. Sheridan Road ,10/13/2020,,977,,Chicago,IL,60640
5090,Catholic Charities Mobile Outreach Program,10 S. Kedzie ,10/28/2020,,43,,Chicago,IL,60612
5091,"Crate Services, Inc.",7 Timber Court ,11/2/2020,,27,,Bolingbrook,IL,60440
5092,"MV Transportation, Inc.",1030 West Olympia Ave ,10/28/2020,,70,MV Transportation Inc,Peoria,IL,61615
5093,bp America,30 S. Wacker ,"12/3/2020, 11/2/2020",,88,BP Amoco,Chicago,IL,60606
5094,Allied Universal,2650 Ridge Avenue ,11/4/2020,,34,Barton Protective Services,Evanston,IL,60201
5095,Lawry's The Prime Rib Chicago,100 E. Ontario Street ,11/4/2020,,68,,Chicago,IL,60611
