,company_name,location,notice_date,layoff_date,employees_affected,Type (Closing/Layoff)
832,Sodexo Inc. at PHH Menifee Valley Medical Center,Riverside County,11/14/2022,01/13/2023,32,Closure Permanent
833,Jabil Inc.,Santa Clara County,11/04/2022,12/22/2022,93,Layoff Temporary
834,Western Digital,Santa Clara County,11/09/2022,01/13/2023,103,Layoff Permanent
835,"GoFundMe, Inc.",Los Angeles County,10/28/2022,12/31/2022,27,Layoff Permanent
836,Synthego Corporation,San Mateo County,11/15/2022,11/18/2022,105,Layoff Permanent
837,"GoFundMe, Inc.",San Diego County,10/28/2022,12/31/2022,11,Layoff Permanent
838,"GoFundMe, Inc",San Diego County,10/28/2022,12/31/2022,23,Layoff Permanent
839,"GoFundMe, Inc.",San Francisco County,10/28/2022,12/31/2022,11,Layoff Permanent
840,"Coursera, Inc.",Santa Clara County,11/11/2022,11/09/2022,77,Layoff Permanent
841,"Asana, Inc.",San Francisco County,11/15/2022,11/15/2022,97,Layoff Permanent
842,Wilhelm L.L.C.,Sonoma County,11/09/2022,01/08/2023,274,Layoff Permanent
843,"Intercom, Inc.",San Francisco County,11/14/2022,01/13/2023,55,Layoff Permanent
844,"Apeel Technology, Inc.",Santa Barbara County,11/16/2022,01/15/2023,71,Layoff Permanent
845,"Apeel Technology, Inc.",Santa Barbara County,11/16/2022,06/30/2023,14,Layoff Permanent
846,"Apeel Technology, Inc.",Santa Barbara County,11/16/2022,03/31/2023,11,Layoff Permanent
847,Thermo Fisher Scientific,Alameda County,11/15/2022,01/31/2023,46,Layoff Permanent
848,Thermo Fisher Scientific,San Mateo County,11/15/2022,01/31/2023,49,Layoff Permanent
849,"Twitter, Inc.",Los Angeles County,11/25/2022,01/21/2023,4,Layoff Permanent
850,"Twitter, Inc.",San Francisco County,11/25/2022,01/21/2023,10,Layoff Permanent
851,"RingCentral, Inc.",San Mateo County,11/09/2022,01/09/2023,50,Layoff Permanent
852,Flex LTD.,Santa Clara County,11/10/2022,01/09/2023,155,Layoff Permanent
853,Blue Shield of California,Orange County,11/14/2022,01/25/2023,7,Layoff Permanent
854,"Illumina, Inc.",Alameda County,11/14/2022,01/13/2023,4,Layoff Permanent
855,Blue Shield of California,El Dorado County,11/14/2022,01/25/2023,41,Layoff Permanent
856,Blue Shield of California,El Dorado County,11/14/2022,01/25/2023,47,Layoff Permanent
857,Blue Shield of California,El Dorado County,11/14/2022,01/25/2023,30,Layoff Permanent
858,Blue Shield of California,El Dorado County,11/14/2022,01/25/2023,8,Layoff Permanent
859,Blue Shield of California,Los Angeles County,11/14/2022,01/25/2023,24,Layoff Permanent
860,Blue Shield of California,Los Angeles County,11/14/2022,01/25/2023,27,Layoff Permanent
861,Blue Shield of California,Los Angeles County,11/14/2022,01/25/2023,2,Layoff Permanent
862,Blue Shield of California,Shasta County,11/14/2022,01/25/2023,16,Layoff Permanent
863,"Illumina, Inc.",San Mateo County,11/14/2022,01/13/2023,20,Layoff Permanent
864,"Nuro, Inc.",Santa Clara County,11/18/2022,11/18/2022,269,Layoff Permanent
865,Blue Shield of California,Alameda County,11/14/2022,01/25/2023,62,Layoff Permanent
866,Blue Shield of California,Sacramento County,11/14/2022,01/25/2023,24,Layoff Permanent
867,Blue Shield of California,San Diego County,11/14/2022,01/25/2023,5,Layoff Permanent
868,Blue Shield of California,San Diego County,11/14/2022,01/25/2023,2,Layoff Permanent
869,"Illumina, Inc.",San Diego County,11/14/2022,01/13/2023,206,Layoff Permanent
870,"Illumina, Inc.",San Diego County,11/14/2022,01/13/2023,1,Layoff Permanent
871,Blue Shield of California,San Francisco County,11/14/2022,01/25/2023,1,Layoff Permanent
872,Blue Shield of California,San Joaquin County,11/14/2022,01/25/2023,74,Layoff Permanent
873,Blue Shield of California,Los Angeles County,11/14/2022,01/25/2023,3,Layoff Permanent
874,"Astra Space, Inc.",Alameda County,11/09/2022,11/09/2022,63,Layoff Permanent
875,Silicon Valley TMS of East Bay,Alameda County,11/15/2022,01/20/2023,6,Closure Permanent
876,"Astra Space, Inc.",Santa Clara County,11/09/2022,11/09/2022,1,Layoff Permanent
877,Silicon Valley TMS of Mountain View,Santa Clara County,11/15/2022,01/20/2023,7,Closure Permanent
878,"Boardriders Wholesale, LLC",Orange County,11/16/2022,11/18/2022,90,Layoff Permanent
879,"Boardriders Wholesale, LLC",Orange County,11/16/2022,11/18/2022,8,Layoff Permanent
880,"Boardriders Wholesale, LLC",Riverside County,11/16/2022,11/18/2022,4,Layoff Permanent
881,Silicon Valley TMS of San Francisco,San Francisco County,11/15/2022,01/20/2023,1,Closure Permanent
882,"Plastiq, Inc.",San Francisco County,11/17/2022,01/16/2023,19,Layoff Permanent
883,"JUUL Labs, Inc.",San Francisco County,11/18/2022,01/17/2023,113,Layoff Permanent
884,"JUUL Labs, Inc.",San Francisco County,11/18/2022,02/15/2023,1,Layoff Permanent
885,"JUUL Labs, Inc.",San Francisco County,11/18/2022,04/07/2023,2,Layoff Permanent
886,Silicon Valley TMS of San Jose,Santa Clara County,11/15/2022,01/20/2023,14,Closure Permanent
887,Silicon Valley TMS of Monterey Bay,Santa Cruz County,11/15/2022,01/20/2023,9,Closure Permanent
888,Silicon Valley TMS of Corte Madera,Marin County,11/15/2022,01/20/2023,3,Closure Permanent
889,"Meta Platforms, Inc.",Alameda County,11/11/2022,01/13/2023,25,Layoff Permanent
890,"Meta Platforms, Inc.",Alameda County,11/11/2022,01/13/2023,7,Layoff Permanent
891,"Meta Platforms, Inc.",Alameda County,11/11/2022,01/13/2023,64,Layoff Permanent
892,"Meta Platforms, Inc.",Alameda County,11/11/2022,01/13/2023,18,Layoff Permanent
893,"Meta Platforms, Inc.",Alameda County,11/11/2022,01/13/2023,13,Layoff Permanent
894,"Meta Platforms, Inc.",Alameda County,11/11/2022,01/13/2023,14,Layoff Permanent
895,"Meta Platforms, Inc.",Alameda County,11/11/2022,01/13/2023,3,Layoff Permanent
896,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,67,Layoff Permanent
897,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,32,Layoff Permanent
898,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,34,Layoff Permanent
899,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,46,Layoff Permanent
900,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,85,Layoff Permanent
901,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,32,Layoff Permanent
902,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,139,Layoff Permanent
903,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,241,Layoff Permanent
904,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,140,Layoff Permanent
905,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,142,Layoff Permanent
906,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,60,Layoff Permanent
907,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,632,Layoff Permanent
908,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,77,Layoff Permanent
909,"Meta Platforms, Inc.",San Mateo County,11/11/2022,01/13/2023,94,Layoff Permanent
910,"Meta Platforms, Inc.",Santa Clara County,11/11/2022,01/13/2023,98,Layoff Permanent
911,"Meta Platforms, Inc.",Santa Clara County,11/11/2022,01/13/2023,139,Layoff Permanent
912,Amazon,Santa Clara County,11/15/2022,01/17/2023,31,Layoff Permanent
913,Amazon,Santa Clara County,11/15/2022,01/17/2023,73,Layoff Permanent
914,Amazon,Santa Clara County,11/15/2022,01/17/2023,14,Layoff Permanent
915,Amazon,Santa Clara County,11/15/2022,01/17/2023,55,Layoff Permanent
916,Amazon,Santa Clara County,11/15/2022,01/17/2023,44,Layoff Permanent
917,Amazon,Santa Clara County,11/15/2022,01/17/2023,46,Layoff Permanent
918,"P.F. Automotive, LLC dba Penske Ford",San Diego County,11/21/2022,01/23/2023,150,Closure Permanent
919,"P.L. Automotive, LLC dba Penske Lincoln",San Diego County,11/21/2022,01/23/2023,22,Closure Permanent
920,PD Systems,Monterey County,11/28/2022,01/29/2023,48,Layoff Temporary
921,"Brown & Toland Professional Services Organization,
Inc., wholly-owned subsidiary of Altais",Alameda County,11/29/2022,12/31/2022,26,Layoff Permanent
922,"Reyes Coca-Cola Bottling, LLC",San Joaquin County,11/28/2022,01/30/2023,82,Layoff Permanent
923,"Hyperloop Technologies, Inc. dba Hyperloop One",Los Angeles County,12/01/2022,01/30/2023,19,Layoff Permanent
924,Sciolex Corporation,Orange County,12/01/2022,01/31/2023,461,Layoff Permanent
925,Reverse Mortgage Funding LLC,Sacramento County,11/29/2022,11/29/2022,44,Layoff Permanent
926,"CoStar Group, Inc.",San Diego County,11/30/2022,01/30/2023,14,Layoff Permanent
927,"Zume, Inc.",Ventura County,11/29/2022,01/28/2023,61,Layoff Permanent
928,"Age of Learning, Inc.",Los Angeles County,12/01/2022,02/01/2023,128,Layoff Permanent
929,"Peloton Interactive, Inc.",Los Angeles County,12/01/2022,01/31/2023,4,Closure Permanent
930,Plenty Unlimited Inc.,San Mateo County,12/01/2022,01/31/2023,18,Closure Permanent
931,"Inscripta, Inc.",San Diego County,12/02/2022,01/31/2023,23,Closure Permanent
932,Bed Bath & Beyond Inc.,Santa Clara County,12/01/2022,03/26/2023,36,Closure Permanent
933,La Tortilla Factory's Ceres Depot,Stanislaus County,12/01/2022,01/30/2023,5,Closure Permanent
934,"Peloton Interactive, Inc.",Marin County,12/01/2022,01/31/2023,3,Closure Permanent
935,"Medical Device Business Services, Inc.",Alameda County,12/06/2022,02/23/2023,2,Layoff Permanent
936,DePuy Synthes Products Inc.,Alameda County,12/06/2022,02/23/2023,9,Layoff Permanent
937,BloomTech Inc. dba Bloom Institute of Technology,San Francisco County,12/01/2022,01/31/2023,60,Layoff Permanent
938,"Happy Money, Inc.",Los Angeles County,12/02/2022,01/30/2023,152,Layoff Permanent
939,Festo Corporation,Alameda County,11/30/2022,01/30/2023,1,Layoff Permanent
940,Festo Corporation,Alameda County,11/30/2022,01/30/2023,16,Layoff Permanent
941,"Omaze, Inc.",Los Angeles County,12/09/2022,02/07/2023,103,Layoff Permanent
942,Quanergy,Santa Clara County,12/09/2022,02/07/2023,72,Layoff Permanent
943,Thermo Fisher,San Diego County,11/15/2022,11/15/2022,9,Layoff Permanent
944,Thermo Fisher,San Diego County,11/15/2022,11/15/2022,1,Layoff Permanent
945,"Doordash, Inc.",Los Angeles County,11/30/2022,03/01/2023,75,Layoff Permanent
946,"BuzzFeed Media Enterprises, Inc.",Los Angeles County,12/06/2022,02/04/2023,54,Layoff Permanent
947,Videndum Production Solutions,Los Angeles County,12/01/2022,01/31/2023,14,Closure Permanent
948,"Instil Bio, Inc.",Los Angeles County,12/07/2022,02/06/2023,89,Layoff Permanent
949,"Southern California Technical Arts, Inc.",Orange County,11/30/2022,01/31/2023,53,Closure Permanent
950,"Columbia Steel, Inc.",San Bernardino County,11/23/2022,01/21/2023,93,Closure Permanent
951,"Borrego Energy, LLC",San Diego County,12/07/2022,12/09/2022,12,Layoff Permanent
952,"Borrego Energy, LLC",San Diego County,12/07/2022,03/03/2023,1,Layoff Permanent
953,"Borrego Energy, LLC",San Diego County,12/07/2022,03/31/2023,10,Layoff Permanent
954,"Borrego Energy, LLC",San Diego County,12/07/2022,06/23/2023,5,Layoff Permanent
955,"Borrego Energy, LLC",San Diego County,12/07/2022,07/21/2023,5,Layoff Permanent
956,"Borrego Energy, LLC",San Diego County,12/07/2022,08/18/2023,1,Layoff Permanent
957,"Borrego Energy, LLC",San Diego County,12/07/2022,09/01/2023,4,Layoff Permanent
958,"Borrego Energy, LLC",San Diego County,12/07/2022,09/29/2023,6,Layoff Permanent
959,"Borrego Energy, LLC",San Diego County,12/07/2022,03/01/2024,1,Layoff Permanent
960,"Doordash, Inc.",San Francisco County,11/30/2022,03/01/2023,311,Layoff Permanent
961,Plaid Inc.,San Francisco County,12/07/2022,02/06/2023,59,Layoff Permanent
962,"Instil Bio, Inc.",Ventura County,12/07/2022,02/06/2023,63,Layoff Permanent
963,"Pioneer Hi-Bred International, Inc. (&ldquo;Corteva
Agriscience or &ldquo;Corteva&rdquo;)",Yolo County,12/12/2022,03/05/2023,22,Closure Permanent
964,"Pioneer Hi-Bred International, Inc. (&ldquo;Corteva
Agriscience or &ldquo;Corteva&rdquo;)",Yolo County,12/12/2022,05/28/2023,29,Closure Permanent
965,DHL Supply Chain,Alameda County,12/14/2022,02/12/2023,350,Layoff Permanent
966,DHL Supply Chain,Alameda County,12/14/2022,02/12/2023,44,Layoff Permanent
967,"Borrego Energy, LLC",Alameda County,12/07/2022,12/09/2022,7,Layoff Permanent
968,"Borrego Energy, LLC",Alameda County,12/07/2022,12/23/2022,1,Layoff Permanent
969,"Borrego Energy, LLC",Alameda County,12/07/2022,02/03/2023,1,Layoff Permanent
970,"Borrego Energy, LLC",Alameda County,12/07/2022,03/31/2023,3,Layoff Permanent
971,"Borrego Energy, LLC",Alameda County,12/07/2022,04/28/2023,1,Layoff Permanent
972,"Borrego Energy, LLC",Alameda County,12/07/2022,06/23/2023,5,Layoff Permanent
973,"Borrego Energy, LLC",Alameda County,12/07/2022,07/21/2023,4,Layoff Permanent
974,"Borrego Energy, LLC",Alameda County,12/07/2022,08/28/2023,1,Layoff Permanent
975,"Borrego Energy, LLC",Alameda County,12/07/2022,09/01/2023,7,Layoff Permanent
976,"Borrego Energy, LLC",Alameda County,12/07/2022,09/29/2023,5,Layoff Permanent
977,"United Furniture Industries, Inc.",San Bernardino County,11/21/2022,11/21/2022,261,Layoff Permanent
978,Formagrid Inc dba Airtable,San Francisco County,12/08/2022,12/15/2022,111,Layoff Permanent
979,Pennymac,Los Angeles County,11/15/2022,01/17/2023,8,Layoff Permanent
980,Pennymac,Placer County,11/15/2022,01/17/2023,3,Layoff Permanent
981,Pennymac,Los Angeles County,11/15/2022,01/17/2023,19,Layoff Permanent
982,Pennymac,Ventura County,11/15/2022,01/17/2023,1,Layoff Permanent
983,Aimmune Therapeutics Inc.,San Mateo County,12/13/2022,02/10/2023,75,Layoff Permanent
984,"OFS Brands, Inc. and Styline Logistics, Inc.",Orange County,12/13/2022,03/03/2023,60,Closure Permanent
985,Quest HealthConnect,Orange County,12/08/2022,03/31/2023,7,Layoff Permanent
986,Pennymac,Ventura County,11/15/2022,01/17/2023,1,Layoff Permanent
987,Pennymac,Ventura County,12/12/2022,02/21/2023,1,Layoff Permanent
988,Pennymac,Ventura County,11/15/2022,01/17/2023,2,Layoff Permanent
989,Rume Heath LLC,Orange County,11/18/2022,02/04/2023,110,Layoff Permanent
990,Yinlun TDI LLC.,San Bernardino County,12/16/2022,02/24/2023,34,Layoff Permanent
991,Qualcomm,San Diego County,12/06/2022,02/07/2023,153,Layoff Permanent
992,Get Heal Inc. and Heal Doctors P.C.,Los Angeles County,12/15/2022,02/14/2023,182,Closure Permanent
993,COVID Clinic,Orange County,11/18/2022,01/20/2023,12,Layoff Permanent
994,"Aerotek, Inc.",San Diego County,11/15/2022,11/15/2022,141,Layoff Permanent
995,Los Angeles Laundry Inc.,Los Angeles County,12/15/2022,12/16/2022,108,Closure Permanent
996,Phillips 66,San Luis Obispo County,12/19/2022,02/28/2023,45,Closure Permanent
997,Crothall Healthcare,Fresno County,12/13/2022,01/31/2023,57,Layoff Permanent
998,Crothall Healthcare,Fresno County,12/13/2022,01/31/2023,15,Layoff Permanent
999,"Avcorp Composite Fabrication, Inc.",Los Angeles County,12/08/2022,03/31/2023,47,Closure Permanent
1000,Company 3/Method Inc.,Los Angeles County,12/21/2022,02/12/2023,54,Layoff Permanent
1001,JC Ford,Orange County,12/14/2022,02/15/2023,39,Layoff Permanent
1002,JC Ford,Orange County,12/14/2022,03/15/2023,9,Layoff Permanent
1003,JC Ford,Orange County,12/14/2022,03/31/2023,30,Layoff Permanent
1004,"TuSimple, Inc.",San Diego County,12/21/2022,02/18/2023,143,Layoff Permanent
1005,"Roku, Inc.",Santa Clara County,11/17/2022,12/16/2022,93,Layoff Permanent
1006,"Principal Lighting Group LLC dba Sloan LED, Inc.",Ventura County,12/14/2022,02/20/2023,35,Layoff Permanent
1007,Principal Lighting Group LLC dba Sloan LED Inc.,Ventura County,12/14/2022,02/20/2023,7,Layoff Permanent
1008,Schneider Electric,Fresno County,12/22/2022,03/03/2023,2,Closure Permanent
1009,Epitomics Inc. dba Abcam Milpitas,Santa Clara County,12/19/2022,03/10/2023,30,Closure Permanent
1010,"Ghost Management Group, LLC",Orange County,12/23/2022,01/20/2023,51,Layoff Permanent
1011,Reverse Mortgage Funding LLC,Sacramento County,12/22/2022,03/10/2023,2,Layoff Permanent
1012,GlobalFoundries US Inc.,Santa Clara County,12/16/2022,03/17/2023,50,Layoff Permanent
1013,Teleflex LLC and NeoTract Inc,Alameda County,12/27/2022,03/31/2023,73,Closure Permanent
1014,Teleflex LLC and NeoTract Inc,Alameda County,12/27/2022,03/31/2023,5,Closure Permanent
1015,"PHC Facilities, Inc.",Los Angeles County,12/28/2022,02/26/2023,68,Closure Permanent
1016,"Argo AI, LLC",Santa Clara County,12/15/2022,11/01/2022,257,Closure Permanent
1017,ICAN-B,Los Angeles County,11/10/2022,01/15/2023,3,Closure Permanent
1018,"Arana Therapeutics, Inc., a company within Teva
Pharmaceuticals USA, Inc.",San Mateo County,12/02/2022,02/03/2023,30,Closure Permanent
1019,"Cisco Systems, Inc.",Santa Clara County,12/09/2022,03/13/2023,222,Layoff Permanent
1020,"Cisco Systems, Inc.",San Francisco County,12/09/2022,03/13/2023,80,Layoff Permanent
1021,"Cisco Systems, Inc.",Santa Clara County,12/09/2022,03/13/2023,371,Layoff Permanent
1022,Macys,Los Angeles County,12/29/2022,03/18/2023,92,Closure Permanent
1023,Loews Hotels & Co,Los Angeles County,12/30/2022,03/04/2023,321,Closure Temporary
1024,"Salesforce, Inc.",San Francisco County,01/04/2023,03/24/2023,650,Layoff Permanent
1025,"Salesforce, Inc.",San Francisco County,01/04/2023,03/24/2023,1,Layoff Permanent
1026,"Salesforce, Inc.",San Francisco County,01/04/2023,03/24/2023,52,Layoff Permanent
1027,"Salesforce, Inc.",San Francisco County,01/04/2023,03/24/2023,49,Layoff Permanent
1028,Arris Composites,Alameda County,09/07/2022,11/07/2022,1,Layoff Permanent
1029,Arris Composites,Alameda County,09/07/2022,11/07/2022,1,Layoff Permanent
1030,Arris Composites,Alameda County,09/07/2022,11/07/2022,1,Layoff Permanent
1031,Arris Composites,Alameda County,09/07/2022,11/07/2022,62,Layoff Permanent
1032,Jabil Inc.,Alameda County,01/06/2023,03/07/2023,39,Layoff Permanent
1033,Jabil Inc.,Alameda County,01/06/2023,03/07/2023,166,Layoff Permanent
1034,Piedmont Airlines Inc. at Long Beach Airport,Los Angeles County,01/04/2023,02/28/2023,43,Closure Permanent
1035,Flagship Facility Services Inc. at Meta Platforms Inc.,San Mateo County,01/03/2023,03/06/2023,34,Layoff Permanent
1036,Flagship Facility Services Inc. at Meta Platforms Inc.,San Mateo County,01/03/2023,03/06/2023,22,Layoff Permanent
1037,Flagship Facility Services Inc. at Meta Platforms Inc.,San Mateo County,01/03/2023,03/06/2023,9,Layoff Permanent
1038,Flagship Facility Services Inc. at Meta Platforms Inc.,San Mateo County,01/03/2023,03/06/2023,4,Layoff Permanent
1039,Flagship Facility Services Inc. at Meta Platforms Inc.,San Mateo County,01/03/2023,03/06/2023,3,Layoff Permanent
1040,Flagship Facility Services Inc. at Meta Platforms Inc.,San Mateo County,01/03/2023,03/06/2023,8,Layoff Permanent
1041,Flagship Facility Services Inc. at Meta Platforms Inc.,San Mateo County,01/03/2023,03/06/2023,1,Layoff Permanent
